Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1950-51,24,ROC,NBA,SF,13,NA,NA,0.9,3.2,0.293,0.7,0.9,0.75,2.7,0.7,2,2.5
Career,NA,,NBA,,13,NA,NA,0.9,3.2,0.293,0.7,0.9,0.75,2.7,0.7,2,2.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,ROC,NBA,,13,NA,NA,0.9,3.2,0.293,0.7,0.9,0.75,2.7,0.7,2,2.5
