Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1950-51,24,ROC,NBA,SF,60,NA,NA,NA,NA,0.287,NA,NA,0.643,NA,NA,NA,NA
1951-52,25,TOT,NBA,SF,58,NA,695,3.5,11.5,0.306,1.6,2.6,0.6,7.1,2.1,5.6,8.6
1951-52,25,ROC,NBA,SF,24,NA,NA,NA,NA,NA,NA,NA,0.333,NA,NA,NA,NA
1951-52,25,BLB,NBA,SF,34,NA,NA,NA,NA,NA,NA,NA,0.636,NA,NA,NA,NA
Career,NA,,NBA,,118,NA,695,3.5,11.5,0.298,1.6,2.6,0.62,7.1,2.1,5.6,8.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,ROC,NBA,,84,NA,NA,NA,NA,0.323,NA,NA,0.604,NA,NA,NA,NA
1 season,NA,BLB,NBA,,34,NA,NA,NA,NA,NA,NA,NA,0.636,NA,NA,NA,NA
