,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1998-99,22,SEA,NBA,34:03,5,13,0,2,5,13,7,11,6,9,10,2,2,3,5,5,17,13.7
1999-00,23,SEA,NBA,21:14,5,13,0,2,5,13,4,7,4,6,7,1,2,2,4,5,11,6.3
2000-01,24,NJN,NBA,25:03,3,12,1,1,3,12,3,4,4,7,8,3,3,2,3,5,8,9.5
2001-02,25,MIA,NBA,45:14,7,14,1,1,7,13,5,12,5,9,12,2,3,7,3,6,19,17.2
2002-03,26,MIA,NBA,35:31,8,12,0,0,8,12,5,8,8,13,15,2,4,3,4,5,17,21.5
2003-04,27,POR,NBA,32:19,5,7,0,0,5,7,4,6,5,12,12,2,2,2,3,4,10,8.7
Career,,,,45:14,8,14,1,2,8,13,7,12,8,13,15,3,4,7,5,6,19,21.5
2 Seasons,,MIA,NBA,45:14,8,14,1,1,8,13,5,12,8,13,15,2,4,7,4,6,19,21.5
2 Seasons,,SEA,NBA,34:03,5,13,0,2,5,13,7,11,6,9,10,2,2,3,5,5,17,13.7
1 Season,,POR,NBA,32:19,5,7,0,0,5,7,4,6,5,12,12,2,2,2,3,4,10,8.7
1 Season,,NJN,NBA,25:03,3,12,1,1,3,12,3,4,4,7,8,3,3,2,3,5,8,9.5
