Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998-99,22,SEA,NBA,C,23,6,313,6.1,14.4,0.424,0,0.3,0,6.1,14,0.434,2.4,4.6,0.525,3.1,5.5,8.6,1.4,1.2,2.6,3.7,6.7,14.6
1999-00,23,SEA,NBA,C,30,1,202,5.2,14.1,0.367,0,1.1,0,5.2,13,0.397,3,6.4,0.472,3.7,4.6,8.4,0.5,1.8,2,3.9,7.8,13.4
2000-01,24,NJN,NBA,C,29,0,280,3.6,11.3,0.318,0.1,0.5,0.25,3.5,10.8,0.321,3.2,4.4,0.735,4.5,9.5,14,2.1,1.3,1.4,2.4,6,10.5
2001-02,25,MIA,NBA,C,67,4,884,4.8,10.1,0.47,0,0.1,0.5,4.7,10.1,0.47,2,4.2,0.481,4.1,6.9,11,0.7,1,1.8,2.1,4.2,11.6
2002-03,26,MIA,NBA,C,79,6,1594,4.2,9.6,0.433,0,0,NA,4.2,9.6,0.433,1.6,3,0.53,4.8,7.7,12.5,0.5,1,0.9,1.6,3.8,10
2003-04,27,POR,NBA,C,42,2,453,3.4,8.2,0.417,0,0,NA,3.4,8.2,0.417,1.7,2.9,0.611,4,6,9.9,1.8,0.9,1.2,1.5,4.8,8.6
Career,NA,,NBA,,270,19,3726,4.4,10.3,0.425,0,0.1,0.133,4.4,10.2,0.429,2,3.7,0.536,4.3,7.1,11.4,0.9,1.1,1.4,2.1,4.7,10.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,MIA,NBA,,146,10,2478,4.4,9.8,0.447,0,0,0.5,4.4,9.8,0.447,1.8,3.5,0.508,4.5,7.5,12,0.6,1,1.2,1.8,4,10.5
2 seasons,NA,SEA,NBA,,53,7,515,5.7,14.3,0.402,0,0.6,0,5.7,13.6,0.421,2.7,5.3,0.5,3.4,5.2,8.5,1,1.4,2.4,3.8,7.1,14.1
1 season,NA,POR,NBA,,42,2,453,3.4,8.2,0.417,0,0,NA,3.4,8.2,0.417,1.7,2.9,0.611,4,6,9.9,1.8,0.9,1.2,1.5,4.8,8.6
1 season,NA,NJN,NBA,,29,0,280,3.6,11.3,0.318,0.1,0.5,0.25,3.5,10.8,0.321,3.2,4.4,0.735,4.5,9.5,14,2.1,1.3,1.4,2.4,6,10.5
