,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,26,CHI,NBA,PG,48,1305,.379,16.7,.679,.153,.083,.107,.336,.321,.378,.520,.407,.286,.336,.381,.571,.000,0,.775,.114,.417,0,0
2001-02,27,CHH,NBA,PG,61,774,.429,17.0,.599,.159,.066,.110,.264,.401,.431,.414,.417,.450,.438,.425,.532,.000,0,.839,.205,.600,0,0
2002-03,28,NOH,NBA,PG,13,79,.296,16.6,.741,.074,.074,.259,.333,.259,.250,.000,1.000,.143,.222,.429,.600,.000,0,.333,.000,,0,0
2003-04,29,NOH,NBA,PG,15,78,.222,18.4,.611,.111,.000,.111,.389,.389,.273,1.000,,.000,.143,.143,1.000,.000,0,1.000,.429,.000,0,0
Career,,,NBA,,137,2236,.386,16.9,.653,.150,.074,.116,.314,.347,.384,.482,.439,.313,.351,.391,.568,.000,0,.787,.156,.467,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,CHH,NBA,,61,774,.429,17.0,.599,.159,.066,.110,.264,.401,.431,.414,.417,.450,.438,.425,.532,.000,0,.839,.205,.600,0,0
1 season,,CHI,NBA,,48,1305,.379,16.7,.679,.153,.083,.107,.336,.321,.378,.520,.407,.286,.336,.381,.571,.000,0,.775,.114,.417,0,0
2 seasons,,NOH,NBA,,28,157,.267,17.3,.689,.089,.044,.200,.356,.311,.258,.500,1.000,.111,.188,.286,.750,.000,0,.500,.214,.000,0,0
