Season,Team,Lg,Salary
2016-17,Brooklyn Nets,NBA,"$1,562,280"
2017-18,Brooklyn Nets,NBA,"$1,632,480"
2018-19,Brooklyn Nets,NBA,"$1,702,800"
Career,(may be incomplete),,"$4,897,560"
