Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2016-17,22,BRK,NBA,SF,57,26,1237,6.6,14.6,0.45,2.3,7.1,0.321,4.3,7.5,0.571,2.6,3.6,0.72,0.9,6.3,7.2,4.2,1.9,0.3,2.3,3.5,17.9,NA,107,111
2017-18,23,BRK,NBA,SF,71,10,1864,8.3,19.1,0.435,2.2,6.4,0.347,6.1,12.8,0.48,3.5,4.9,0.711,1.4,5.4,6.8,7.8,2.1,0.6,4,4.1,22.3,NA,103,110
2018-19,24,BRK,NBA,SF,40,25,1063,9.3,21.6,0.429,2.1,6.9,0.312,7.1,14.7,0.483,3.8,5.5,0.691,1.6,5.2,6.8,7,1.9,0.6,3.1,3.4,24.5,NA,105,110
2019-20,25,BRK,NBA,SG,39,25,1131,10.6,25.5,0.414,3,7.9,0.381,7.6,17.6,0.429,4.9,6.8,0.72,1.7,5,6.7,6.7,1.8,0.3,4.1,3,29,NA,101,110
Career,NA,,NBA,,207,86,5295,8.6,19.9,0.43,2.4,7,0.342,6.2,13,0.478,3.6,5.1,0.711,1.4,5.5,6.9,6.5,2,0.5,3.4,3.6,23.2,NA,104,110
