Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016-17,21,GSW,NBA,SG,71,20,1074,106,245,0.433,41,123,0.333,65,122,0.533,0.516,29,37,0.784,21,79,100,77,32,15,36,62,282
2017-18,22,GSW,NBA,SG,57,10,961,92,225,0.409,19,80,0.238,73,145,0.503,0.451,26,34,0.765,16,66,82,81,43,10,41,67,229
2018-19,23,TOT,NBA,SG,29,1,397,26,63,0.413,9,28,0.321,17,35,0.486,0.484,13,15,0.867,7,41,48,29,23,2,17,38,74
2018-19,23,CLE,NBA,SG,3,0,53,2,9,0.222,1,4,0.25,1,5,0.2,0.278,0,0,NA,0,3,3,2,2,0,3,1,5
2018-19,23,TOR,NBA,SG,26,1,344,24,54,0.444,8,24,0.333,16,30,0.533,0.519,13,15,0.867,7,38,45,27,21,2,14,37,69
2019-20,24,TOR,NBA,SF,37,12,908,67,162,0.414,23,71,0.324,44,91,0.484,0.485,13,18,0.722,19,67,86,79,39,4,29,60,170
Career,NA,,NBA,,194,43,3340,291,695,0.419,92,302,0.305,199,393,0.506,0.485,81,104,0.779,63,253,316,266,137,31,123,227,755
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,GSW,NBA,,128,30,2035,198,470,0.421,60,203,0.296,138,267,0.517,0.485,55,71,0.775,37,145,182,158,75,25,77,129,511
2 seasons,NA,TOR,NBA,,63,13,1252,91,216,0.421,31,95,0.326,60,121,0.496,0.493,26,33,0.788,26,105,131,106,60,6,43,97,239
1 season,NA,CLE,NBA,,3,0,53,2,9,0.222,1,4,0.25,1,5,0.2,0.278,0,0,NA,0,3,3,2,2,0,3,1,5
