Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Patrick McCaw,,1.7,0.6,0.5
Treveon Graham,92.0,1.8,0.5,0.4
Chris Douglas-Roberts,90.9,1.6,0.7,0.6
John Warren,90.7,1.7,0.5,0.3
Damon Jones,87.8,1.8,0.7,0.7
Kevin Stacom,87.7,1.8,0.9,0.6
Sidney Lowe,87.6,1.7,0.5,0.3
Felipe López,87.3,1.9,0.5,0.4
John Wetzel,86.7,2,0.7,0.5
Avery Johnson,85.1,1.6,0.5,0.3
Terence Stansbury,83.2,1.5,0.6,0.3
