Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1961-62,22,CIN,NBA,C,58,344,9.5,0.434,0.452,NA,NA,NA,NA,NA,-0.1,0.2,0.1,0.014
1962-63,23,TOT,NBA,C,53,1000,12.3,0.498,0.382,NA,NA,NA,NA,NA,0.9,0.9,1.7,0.083
1962-63,23,STL,NBA,C,27,271,10.5,0.479,0.488,NA,NA,NA,NA,NA,0.1,0.4,0.5,0.092
1962-63,23,NYK,NBA,C,26,729,13,0.505,0.347,NA,NA,NA,NA,NA,0.8,0.5,1.2,0.08
1963-64,24,TOT,NBA,C,19,259,5.8,0.424,0.288,NA,NA,NA,NA,NA,-0.1,0.2,0,0.008
1963-64,24,NYK,NBA,C,7,106,9.5,0.546,0.56,NA,NA,NA,NA,NA,0.2,0,0.2,0.076
1963-64,24,STL,NBA,C,12,153,3.2,0.336,0.122,NA,NA,NA,NA,NA,-0.3,0.2,-0.1,-0.039
1964-65,25,BOS,NBA,C,3,25,13,0.6,0,NA,NA,NA,14.9,NA,0,0.1,0.1,0.241
Career,NA,,NBA,,133,1628,10.7,0.473,0.384,NA,NA,NA,14.9,NA,0.7,1.3,2,0.059
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,CIN,NBA,,58,344,9.5,0.434,0.452,NA,NA,NA,NA,NA,-0.1,0.2,0.1,0.014
2 seasons,NA,STL,NBA,,39,424,7.9,0.435,0.364,NA,NA,NA,NA,NA,-0.2,0.5,0.4,0.045
2 seasons,NA,NYK,NBA,,33,835,12.6,0.509,0.367,NA,NA,NA,NA,NA,0.9,0.5,1.4,0.079
1 season,NA,BOS,NBA,,3,25,13,0.6,0,NA,NA,NA,14.9,NA,0,0.1,0.1,0.241
