Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1961-62,22,CIN,NBA,C,58,NA,344,51,126,0.405,29,57,0.509,128,18,81,131
1962-63,23,TOT,NBA,C,53,NA,1000,156,319,0.489,59,122,0.484,316,47,156,371
1962-63,23,STL,NBA,C,27,NA,271,36,80,0.45,21,39,0.538,85,8,49,93
1962-63,23,NYK,NBA,C,26,NA,729,120,239,0.502,38,83,0.458,231,39,107,278
1963-64,24,TOT,NBA,C,19,NA,259,27,66,0.409,9,19,0.474,65,5,51,63
1963-64,24,NYK,NBA,C,7,NA,106,13,25,0.52,8,14,0.571,25,1,18,34
1963-64,24,STL,NBA,C,12,NA,153,14,41,0.341,1,5,0.2,40,4,33,29
1964-65,25,BOS,NBA,C,3,NA,25,3,5,0.6,0,0,NA,8,3,5,6
Career,NA,,NBA,,133,NA,1628,237,516,0.459,97,198,0.49,517,73,293,571
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,CIN,NBA,,58,NA,344,51,126,0.405,29,57,0.509,128,18,81,131
2 seasons,NA,STL,NBA,,39,NA,424,50,121,0.413,22,44,0.5,125,12,82,122
2 seasons,NA,NYK,NBA,,33,NA,835,133,264,0.504,46,97,0.474,256,40,125,312
1 season,NA,BOS,NBA,,3,NA,25,3,5,0.6,0,0,NA,8,3,5,6
