Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986-87,23,SAS,NBA,PG,81,14,1682,7.1,16.4,0.437,0.3,1,0.298,6.8,15.3,0.446,3.3,4.1,0.801,1.2,2.4,3.6,6.2,1.4,0.1,2.6,2.5,17.9
1987-88,24,SAS,NBA,PG,65,61,2179,6.7,13.8,0.485,0.3,1,0.311,6.4,12.8,0.499,3.3,3.7,0.896,1.1,2.3,3.4,7.9,1.5,0,2.5,1.6,17
1988-89,25,SAS,NBA,PG,32,30,1083,5.9,13.3,0.443,0,0.1,0,5.9,13.2,0.447,3.3,3.7,0.893,1.1,2.3,3.4,7.4,1.8,0,3.7,2.1,15.1
1989-90,26,PHI,NBA,PG,81,81,2865,5.8,11.9,0.489,0.3,0.8,0.333,5.6,11.1,0.501,2.6,3.1,0.861,0.6,2.5,3.1,7.6,1.5,0.1,2.7,2,14.6
1990-91,27,PHI,NBA,PG,4,4,124,7.5,11.9,0.634,0.3,1.2,0.25,7.3,10.7,0.676,2.9,3.2,0.909,0,4.6,4.6,8.1,0.9,0,2.3,1.2,18.3
1991-92,28,PHI,NBA,PG,82,82,2815,5,11.5,0.437,0.5,1.3,0.356,4.6,10.2,0.447,2.1,2.4,0.882,0.5,2.4,2.9,7.3,1.1,0.1,2.3,2,12.6
1992-93,29,PHI,NBA,PG,74,10,1598,5.8,13.3,0.437,0.6,1.9,0.31,5.2,11.4,0.458,2.5,3.2,0.796,0.7,2.3,3.1,7.6,1.8,0.1,2.7,2.1,14.8
1993-94,30,PHI,NBA,PG,72,12,1343,4.7,11.3,0.418,1,2.8,0.352,3.8,8.5,0.44,2.3,2.7,0.84,0.8,2.5,3.3,7,1.7,0.1,3,2,12.7
1994-95,31,DET,NBA,PG,50,9,1170,3.8,8.3,0.463,0.8,2.2,0.342,3.1,6.1,0.508,1.5,1.7,0.909,0.9,2.6,3.5,6.3,1.6,0,2.6,2.3,10
Career,NA,,NBA,,541,303,14859,5.7,12.5,0.456,0.4,1.3,0.33,5.3,11.2,0.471,2.6,3.1,0.857,0.8,2.4,3.2,7.3,1.5,0.1,2.7,2,14.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,PHI,NBA,,313,189,8745,5.4,12,0.454,0.5,1.5,0.339,4.9,10.5,0.471,2.4,2.8,0.851,0.6,2.5,3.1,7.4,1.5,0.1,2.6,2,13.8
3 seasons,NA,SAS,NBA,,178,105,4944,6.7,14.6,0.458,0.2,0.8,0.295,6.4,13.7,0.468,3.3,3.8,0.861,1.1,2.3,3.5,7.2,1.5,0,2.8,2,16.9
1 season,NA,DET,NBA,,50,9,1170,3.8,8.3,0.463,0.8,2.2,0.342,3.1,6.1,0.508,1.5,1.7,0.909,0.9,2.6,3.5,6.3,1.6,0,2.6,2.3,10
