,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2007-08,24,HOU,NBA,SF,3,21,,10%,47%,43%,,-14.7,-12.0,0,0,1,0,0,0,0,0,0
2010-11,27,SAS,NBA,SF,1,6,,,100%,,,+9.1,+13.0,0,0,0,0,0,0,0,0,0
2011-12,28,NYK,NBA,PF,5,95,,,14%,86%,,-24.9,-13.7,0,2,6,0,0,0,0,0,0
2012-13,29,NYK,NBA,SF,9,50,,,37%,63%,,-17.5,-22.7,0,0,2,0,0,0,0,0,0
2013-14,30,TOR,NBA,PF,4,15,,,,88%,12%,+15.8,+18.2,0,0,0,0,0,0,2,0,0
Career,,,NBA,,22,187,,1%,26%,72%,1%,-17.4,-12.5,0,2,9,0,0,0,2,0,0
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,NYK,NBA,,14,145,,,22%,78%,,-22.3,-16.8,0,2,8,0,0,0,0,0,0
1 season,,TOR,NBA,,4,15,,,,88%,12%,+15.8,+18.2,0,0,0,0,0,0,2,0,0
1 season,,HOU,NBA,,3,21,,10%,47%,43%,,-14.7,-12.0,0,0,1,0,0,0,0,0,0
1 season,,SAS,NBA,,1,6,,,100%,,,+9.1,+13.0,0,0,0,0,0,0,0,0,0
