Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1958-59,22,NYK,NBA,SF,72,NA,1545,176,498,0.353,83,99,0.838,315,66,152,435
1959-60,23,NYK,NBA,SF,67,NA,1536,212,568,0.373,70,83,0.843,385,57,130,494
1960-61,24,TOT,NBA,SF,59,NA,1301,180,461,0.39,69,94,0.734,380,81,130,429
1960-61,24,NYK,NBA,SF,2,NA,6,0,1,0,0,0,NA,2,0,2,0
1960-61,24,CIN,NBA,SF,57,NA,1295,180,460,0.391,69,94,0.734,378,81,128,429
1962-63,26,STL,NBA,SF,80,NA,1724,239,562,0.425,117,139,0.842,369,143,155,595
1963-64,27,STL,NBA,SF,76,NA,1361,178,438,0.406,68,83,0.819,225,109,140,424
1964-65,28,STL,NBA,SF,60,NA,1272,167,408,0.409,75,94,0.798,258,88,123,409
1965-66,29,STL,NBA,SF,9,NA,79,13,30,0.433,4,5,0.8,18,6,10,30
Career,NA,,NBA,,423,NA,8818,1165,2965,0.393,486,597,0.814,1950,550,840,2816
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,STL,NBA,,225,NA,4436,597,1438,0.415,264,321,0.822,870,346,428,1458
3 seasons,NA,NYK,NBA,,141,NA,3087,388,1067,0.364,153,182,0.841,702,123,284,929
1 season,NA,CIN,NBA,,57,NA,1295,180,460,0.391,69,94,0.734,378,81,128,429
