Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,20,DNR,ABA,PF,1,NA,39:00,10,19,0.526,0,0,NA,3,4,0.75,NA,19,2,NA,NA,NA,4,23
1971-72,22,SEA,NBA,PF,1,1,25:00,4,10,0.4,NA,NA,NA,3,4,0.75,NA,7,1,NA,NA,NA,2,11
1972-73,23,SEA,NBA,PF,1,1,22:00,5,10,0.5,NA,NA,NA,2,2,1,NA,10,0,NA,NA,NA,5,12
1973-74,24,SEA,NBA,PF,1,0,33:00,10,17,0.588,NA,NA,NA,3,3,1,2,11,5,0,3,NA,5,23
1974-75,25,SEA,NBA,PF,1,1,17:00,1,9,0.111,NA,NA,NA,0,0,NA,1,3,0,0,0,NA,1,2
Career,NA,,TOT,,5,3,136,30,65,0.462,0,0,NA,11,13,0.846,3,50,8,0,3,NA,17,71
,NA,,NBA,,4,3,97,20,46,0.435,NA,NA,NA,8,9,0.889,3,31,6,0,3,NA,13,48
,NA,,ABA,,1,NA,39,10,19,0.526,0,0,NA,3,4,0.75,NA,19,2,NA,NA,NA,4,23
