Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1960-61,22,DET,NBA,PF,64,NA,1003,6.9,17.1,0.4,NA,NA,NA,6.9,17.1,0.4,3.1,4.7,0.652,NA,NA,11.3,1.9,NA,6.2,16.8
1961-62,23,DET,NBA,PF,74,NA,1219,6.1,14.4,0.421,NA,NA,NA,6.1,14.4,0.421,4.1,5.5,0.747,NA,NA,12.6,2.2,NA,5.3,16.2
1962-63,24,DET,NBA,PF,78,NA,1516,6.4,14.8,0.436,NA,NA,NA,6.4,14.8,0.436,3.4,5.1,0.678,NA,NA,10.7,2.7,NA,5.4,16.3
1963-64,25,DET,NBA,PF,78,NA,1780,5.5,12.9,0.426,NA,NA,NA,5.5,12.9,0.426,3.3,4.2,0.781,NA,NA,8.2,2.4,NA,5.4,14.3
1964-65,26,DET,NBA,PF,54,NA,732,5.1,14.6,0.348,NA,NA,NA,5.1,14.6,0.348,3.2,5.1,0.635,NA,NA,9,3.4,NA,7.4,13.4
1967-68,29,NOB,ABA,PF,76,NA,2332,7.1,16.2,0.437,0,0.1,0.5,7.1,16.2,0.436,3,4.1,0.73,NA,NA,9.6,2.1,1.9,4.5,17.2
1968-69,30,NOB,ABA,PF,78,NA,2714,6.2,14.7,0.422,0,0.1,0.25,6.2,14.6,0.423,2.9,4.2,0.706,3.5,4.9,8.4,2.7,2.3,4.1,15.4
1969-70,31,NOB,ABA,SF,80,NA,2321,4.9,11.9,0.414,0,0.1,0.25,4.9,11.7,0.416,2.2,2.7,0.79,2.3,3.7,6,2.5,2.4,3.9,12
Career,NA,,TOT,,582,NA,13617,6,14.4,0.42,0,0.1,0.3,6,14.3,0.42,3,4.2,0.721,3,4.3,9,2.5,2.2,4.9,15.1
,NA,,NBA,,348,NA,6250,6,14.5,0.413,NA,NA,NA,6,14.5,0.413,3.5,4.9,0.709,NA,NA,10.2,2.5,NA,5.7,15.5
,NA,,ABA,,234,NA,7367,6.1,14.3,0.425,0,0.1,0.3,6,14.2,0.426,2.7,3.7,0.734,3,4.3,8,2.5,2.2,4.1,14.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,DET,NBA,,348,NA,6250,6,14.5,0.413,NA,NA,NA,6,14.5,0.413,3.5,4.9,0.709,NA,NA,10.2,2.5,NA,5.7,15.5
3 seasons,NA,NOB,ABA,,234,NA,7367,6.1,14.3,0.425,0,0.1,0.3,6,14.2,0.426,2.7,3.7,0.734,3,4.3,8,2.5,2.2,4.1,14.9
