Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1960-61,22,DET,NBA,PF,3,45,19,0.482,NA,0.161,NA,NA,NA,11.2,NA,NA,NA,0.1,0,0.1,0.111
1961-62,23,DET,NBA,PF,7,96,11.5,0.527,NA,0.212,NA,NA,NA,9.7,NA,NA,NA,0.2,0,0.2,0.097
1962-63,24,DET,NBA,PF,4,82,13.1,0.543,NA,0.385,NA,NA,NA,11.4,NA,NA,NA,0.2,0.1,0.3,0.153
1967-68,29,NOB,ABA,PF,17,487,14.2,0.475,0.01,0.306,NA,NA,10.3,13.6,11,18.8,NA,0.2,0.7,1,0.097
1968-69,30,NOB,ABA,PF,11,342,10.7,0.425,0,0.221,NA,NA,10,10.8,10.4,18.9,NA,-0.3,0.3,0,0
Career,NA,,TOT,,42,1052,13,0.467,0.005,0.264,NA,NA,10.2,12.1,10.7,18.9,NA,0.3,1.2,1.5,0.07
,NA,,ABA,,28,829,12.8,0.454,0.006,0.269,NA,NA,10.2,12.4,10.7,18.9,NA,-0.1,1.1,1,0.057
,NA,,NBA,,14,223,13.6,0.517,NA,0.244,NA,NA,NA,10.6,NA,NA,NA,0.4,0.1,0.6,0.12
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,NOB,ABA,,28,829,12.8,0.454,0.006,0.269,NA,NA,10.2,12.4,10.7,18.9,NA,-0.1,1.1,1,0.057
3 seasons,NA,DET,NBA,,14,223,13.6,0.517,NA,0.244,NA,NA,NA,10.6,NA,NA,NA,0.4,0.1,0.6,0.12
