Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995-96,22,CHI,NBA,PF,57,0,545,4.7,10.7,0.438,0,0.1,0,4.7,10.6,0.441,2.6,4.5,0.588,3.4,4,7.3,1.6,0.8,0.5,3.2,6,12
1996-97,23,CHI,NBA,PF,75,19,1405,5.3,9.9,0.532,0,0,0,5.3,9.8,0.534,3.6,5.4,0.659,3.5,4.3,7.7,2.3,0.6,0.2,2.5,3.8,14.1
1997-98,24,TOT,NBA,PF,80,14,1423,5.7,11.8,0.485,0,0.1,0,5.7,11.7,0.487,3.3,5.1,0.655,4,4.7,8.7,1.7,0.6,0.5,2.7,4.6,14.7
1997-98,24,CHI,NBA,PF,51,8,710,5.1,10.1,0.503,0,0.1,0,5.1,10,0.505,3.4,5.2,0.66,3.9,4.9,8.8,1.8,0.7,0.9,2.4,4.7,13.6
1997-98,24,GSW,NBA,PF,29,6,713,6.4,13.5,0.472,0,0.1,0,6.4,13.4,0.474,3.2,4.9,0.649,4.2,4.4,8.6,1.6,0.6,0.2,2.9,4.5,15.9
1998-99,25,GSW,NBA,PF,35,32,876,5.1,11.4,0.444,0,0,0,5.1,11.3,0.446,2.5,4,0.633,3.2,5.2,8.4,0.7,1,0.4,3.1,4.6,12.7
1999-00,26,GSW,NBA,PF,71,56,2159,5.4,11.3,0.479,0,0,0,5.4,11.2,0.48,3.4,5.8,0.597,3.2,4.9,8,2,1,0.3,2.8,4.5,14.2
2000-01,27,MIL,NBA,PF,70,33,1460,4.4,9,0.488,0,0,NA,4.4,9,0.488,3.5,5.2,0.673,3.3,5.4,8.7,1.3,0.9,0.6,1.9,4.5,12.3
2001-02,28,MIL,NBA,PF,23,0,283,4.6,9.2,0.5,0,0.1,0,4.6,9,0.507,3.4,5.5,0.628,3.1,3.3,6.4,1.5,0.5,0.6,2.4,5,12.6
2002-03,29,MIL,NBA,PF,51,16,894,4.6,10,0.456,0,0,NA,4.6,10,0.456,2.8,4.3,0.651,2.7,4.3,7.1,1.5,0.8,0.6,2.3,4.9,11.9
Career,NA,,NBA,,462,170,9045,5.1,10.6,0.481,0,0,0,5.1,10.5,0.483,3.2,5.1,0.637,3.3,4.7,8,1.7,0.8,0.4,2.6,4.6,13.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,CHI,NBA,,183,27,2660,5.1,10.1,0.504,0,0,0,5.1,10.1,0.506,3.3,5.2,0.647,3.5,4.4,7.9,2,0.7,0.4,2.6,4.5,13.5
3 seasons,NA,MIL,NBA,,144,49,2637,4.5,9.4,0.477,0,0,0,4.5,9.4,0.478,3.2,4.9,0.661,3.1,4.8,7.9,1.4,0.8,0.6,2.1,4.7,12.2
3 seasons,NA,GSW,NBA,,135,94,3748,5.5,11.7,0.469,0,0,0,5.5,11.7,0.471,3.2,5.2,0.613,3.4,4.9,8.2,1.6,0.9,0.3,2.9,4.5,14.2
