,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2011-12,23,LAC,NBA,C,11,249,,,,,100%,-17.1,-23.0,3,3,15,1,9,0,9,2,7
2012-13,24,LAC,NBA,C,6,144,,,,,100%,-13.2,-12.9,1,5,7,1,4,0,2,1,3
2013-14,25,LAC,NBA,C,13,442,,,,,100%,-1.8,-10.9,5,5,21,8,25,1,23,6,2
2014-15,26,LAC,NBA,C,14,482,,,,,100%,+4.1,+9.7,6,3,23,3,21,2,39,5,3
2015-16,27,LAC,NBA,C,6,198,,,,,100%,+0.3,+1.0,2,4,8,1,10,0,24,1,1
2016-17,28,LAC,NBA,C,7,264,,,,,100%,-2.4,-2.2,8,5,16,3,24,0,12,4,3
Career,,,NBA,,57,1779,,,,,100%,-3.1,-4.5,25,25,90,17,93,3,109,19,19
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,LAC,NBA,,57,1779,,,,,100%,-3.1,-4.5,25,25,90,17,93,3,109,19,19
