Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1972-73,22,HOU,NBA,PF,44,NA,5.6,0.8,2.2,0.347,0.4,0.8,0.486,1.4,0.1,1,2
Career,NA,,NBA,,44,NA,5.6,0.8,2.2,0.347,0.4,0.8,0.486,1.4,0.1,1,2
