Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1970-71,23,FLO,ABA,SF,83,2172,12.5,0.48,0.021,0.15,NA,NA,8.8,7.2,NA,9,18,NA,0.3,1.3,1.6,0.036
1971-72,24,FLO,ABA,SF,51,686,13.7,0.464,0.007,0.227,8,11.2,9.6,10.2,NA,6.8,20,NA,-0.3,0.5,0.2,0.014
Career,NA,,ABA,,134,2858,12.8,0.476,0.018,0.169,8,11.2,9,7.9,NA,8.4,18.5,NA,0.1,1.8,1.9,0.031
