Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1970-71,23,FLO,ABA,SF,83,NA,2172,405,896,0.452,4,19,0.211,401,877,0.457,0.454,103,134,0.769,143,267,410,112,NA,94,182,917
1971-72,24,FLO,ABA,SF,51,NA,686,126,300,0.42,0,2,0,126,298,0.423,0.42,54,68,0.794,58,78,136,48,NA,24,70,306
Career,NA,,ABA,,134,NA,2858,531,1196,0.444,4,21,0.19,527,1175,0.449,0.446,157,202,0.777,201,345,546,160,NA,118,252,1223
