Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1964-65,23,NYK,NBA,PG,80,NA,2378,5.8,15.4,0.374,3.2,3.8,0.835,NA,NA,3,4,NA,NA,3.7,14.7
1965-66,24,NYK,NBA,PG,80,NA,2612,6,15.4,0.391,3.3,3.9,0.861,NA,NA,3.9,5.9,NA,NA,3.8,15.3
1966-67,25,NYK,NBA,PG,65,NA,2282,6.3,15.7,0.404,3.4,4,0.858,NA,NA,2.9,6.3,NA,NA,3.4,16.1
1967-68,26,NYK,NBA,PG,78,NA,1660,5.1,13.7,0.369,2.9,3.5,0.82,NA,NA,3.6,5.3,NA,NA,3.7,13
1968-69,27,TOT,NBA,PG,85,NA,2562,5.3,13.7,0.389,3,3.7,0.799,NA,NA,4.2,5.7,NA,NA,3.9,13.6
1968-69,27,NYK,NBA,PG,32,NA,836,4.6,13.3,0.346,3.1,3.7,0.849,NA,NA,4.1,5.9,NA,NA,4.1,12.4
1968-69,27,DET,NBA,PG,53,NA,1726,5.7,13.9,0.409,2.9,3.7,0.775,NA,NA,4.3,5.5,NA,NA,3.7,14.2
1969-70,28,DET,NBA,PG,82,NA,2418,5.4,13.1,0.413,2.8,3.5,0.812,NA,NA,2.9,4.6,NA,NA,3.7,13.6
1970-71,29,DET,NBA,PG,82,NA,1932,5.1,13.3,0.385,2.3,2.8,0.801,NA,NA,2.8,4.9,NA,NA,3.4,12.5
1971-72,30,DET,NBA,PG,79,NA,2071,4.6,12.2,0.373,2.9,3.5,0.808,NA,NA,3,5.1,NA,NA,3.4,12
1972-73,31,BUF,NBA,PG,67,NA,1468,4,10.5,0.38,2.1,2.4,0.867,NA,NA,2.9,5.9,NA,NA,3.8,10.1
1973-74,32,KCO,NBA,PG,44,NA,830,3.4,8.3,0.406,1.4,1.6,0.868,0.4,1.4,1.9,4.2,1.4,0.1,3.6,8.2
Career,NA,,NBA,,742,NA,20213,5.3,13.6,0.388,2.9,3.4,0.83,0.4,1.4,3.2,5.2,1.4,0.1,3.6,13.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,NYK,NBA,,335,NA,9768,5.7,15,0.383,3.2,3.8,0.846,NA,NA,3.4,5.4,NA,NA,3.7,14.7
4 seasons,NA,DET,NBA,,296,NA,8147,5.2,13.1,0.396,2.7,3.4,0.8,NA,NA,3.2,5,NA,NA,3.6,13.1
1 season,NA,BUF,NBA,,67,NA,1468,4,10.5,0.38,2.1,2.4,0.867,NA,NA,2.9,5.9,NA,NA,3.8,10.1
1 season,NA,KCO,NBA,,44,NA,830,3.4,8.3,0.406,1.4,1.6,0.868,0.4,1.4,1.9,4.2,1.4,0.1,3.6,8.2
