,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1964-65,23,NYK,NBA,,12,,10,11,,,,,,,,29
1965-66,24,NYK,NBA,,14,,17,17,,,,,,,,37
1966-67,25,NYK,NBA,,14,,10,11,,,,,,,,32
1967-68,26,NYK,NBA,,12,,7,8,,,,,,,,28
1968-69,27,TOT,NBA,,11,,9,9,,,,,,,,30
1968-69,27,NYK,NBA,,9,21,8,9,,,7,8,,,5,26
1968-69,27,DET,NBA,,11,,9,9,,,,,,,,30
1969-70,28,DET,NBA,,11,,8,10,,,,,,,,25
1970-71,29,DET,NBA,,12,,8,11,,,,,,,,26
1971-72,30,DET,NBA,,10,,9,10,,,,,,,,20
1972-73,31,BUF,NBA,,8,,6,6,,,,,,,,21
1973-74,32,KCO,NBA,,6,,6,7,,,,,,,,18
Career,,,,,14,,17,17,,,,,,,,37
5 Seasons,,NYK,NBA,,14,,17,17,,,,,,,,37
4 Seasons,,DET,NBA,,12,,9,11,,,,,,,,30
1 Season,,BUF,NBA,,8,,6,6,,,,,,,,21
1 Season,,KCO,NBA,,6,,6,7,,,,,,,,18
