Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1964-65,23,NYK,NBA,PG,80,NA,29.7,4.8,12.8,0.374,2.7,3.2,0.835,NA,NA,2.4,3.3,NA,NA,3.1,12.2
1965-66,24,NYK,NBA,PG,80,NA,32.7,5.5,14,0.391,3,3.5,0.861,NA,NA,3.5,5.3,NA,NA,3.5,13.9
1966-67,25,NYK,NBA,PG,65,NA,35.1,6.2,15.3,0.404,3.3,3.9,0.858,NA,NA,2.8,6.2,NA,NA,3.3,15.7
1967-68,26,NYK,NBA,PG,78,NA,21.3,3,8.1,0.369,1.7,2.1,0.82,NA,NA,2.2,3.2,NA,NA,2.2,7.7
1968-69,27,TOT,NBA,PG,85,NA,30.1,4.5,11.5,0.389,2.5,3.1,0.799,NA,NA,3.5,4.7,NA,NA,3.2,11.4
1968-69,27,NYK,NBA,PG,32,NA,26.1,3.3,9.7,0.346,2.3,2.7,0.849,NA,NA,3,4.3,NA,NA,3,9
1968-69,27,DET,NBA,PG,53,NA,32.6,5.1,12.5,0.409,2.6,3.4,0.775,NA,NA,3.8,5,NA,NA,3.4,12.9
1969-70,28,DET,NBA,PG,82,NA,29.5,4.4,10.7,0.413,2.3,2.9,0.812,NA,NA,2.4,3.8,NA,NA,3,11.2
1970-71,29,DET,NBA,PG,82,NA,23.6,3.4,8.7,0.385,1.5,1.8,0.801,NA,NA,1.9,3.2,NA,NA,2.2,8.2
1971-72,30,DET,NBA,PG,79,NA,26.2,3.3,8.9,0.373,2.1,2.6,0.808,NA,NA,2.2,3.7,NA,NA,2.5,8.7
1972-73,31,BUF,NBA,PG,67,NA,21.9,2.4,6.4,0.38,1.3,1.5,0.867,NA,NA,1.8,3.6,NA,NA,2.3,6.1
1973-74,32,KCO,NBA,PG,44,NA,18.9,1.8,4.4,0.406,0.8,0.9,0.868,0.2,0.8,1,2.2,0.7,0.1,1.9,4.3
Career,NA,,NBA,,742,NA,27.2,4,10.3,0.388,2.2,2.6,0.83,0.2,0.8,2.4,4,0.7,0.1,2.8,10.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,NYK,NBA,,335,NA,29.2,4.7,12.2,0.383,2.6,3.1,0.846,NA,NA,2.8,4.4,NA,NA,3,11.9
4 seasons,NA,DET,NBA,,296,NA,27.5,4,10,0.396,2.1,2.6,0.8,NA,NA,2.4,3.8,NA,NA,2.7,10
1 season,NA,BUF,NBA,,67,NA,21.9,2.4,6.4,0.38,1.3,1.5,0.867,NA,NA,1.8,3.6,NA,NA,2.3,6.1
1 season,NA,KCO,NBA,,44,NA,18.9,1.8,4.4,0.406,0.8,0.9,0.868,0.2,0.8,1,2.2,0.7,0.1,1.9,4.3
