Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1962-63,25,STL,NBA,C,7,,6.7,0.7,1.4,.500,0.3,1.4,.200,2.1,0.7,1.6,1.7
1963-64,26,STL,NBA,C,51,,12.5,1.8,4.9,.376,0.4,0.9,.478,4.2,1.0,2.5,4.1
1964-65,27,Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired)
1965-66,28,STL,NBA,C,71,,10.9,2.0,4.6,.444,0.8,1.2,.659,4.4,0.8,1.9,4.8
1966-67,29,STL,NBA,C,63,,16.4,2.7,6.4,.427,0.8,1.3,.595,5.5,1.2,2.8,6.3
1967-68,30,STL,NBA,C,77,,9.3,1.3,3.4,.374,0.4,0.7,.589,2.9,0.9,1.2,3.0
1968-69,31,Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired)
1969-70,32,ATL,NBA,C,2,,5.5,1.0,2.0,.500,0.0,0.0,,2.0,0.5,1.5,2.0
Career,NA,,NBA,,271,,11.9,1.9,4.6,.411,0.6,1.0,.579,4.1,0.9,2.0,4.4
