,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2011-12,18,COLORADO,36,988,99,246,42,96,120,147,25,131,64,27,9,50,84,360,.402,.438,.816,27.4,10.0,3.6,1.8
2012-13,19,COLORADO,33,1073,130,313,47,139,198,240,9,105,99,44,16,73,65,505,.415,.338,.825,32.5,15.3,3.2,3.0
2013-14,20,COLORADO,17,529,61,131,26,63,102,119,8,52,64,26,4,30,32,250,.466,.413,.857,31.1,14.7,3.1,3.8
Career,,,86,2590,290,690,115,298,420,506,42,288,227,97,29,153,181,1115,.420,.386,.830,30.1,13.0,3.3,2.6
