Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2014-15,21,DET,NBA,PG,34,1,455,5.8,19.2,0.302,1.4,7.4,0.185,4.4,11.8,0.375,3.5,3.9,0.912,0.5,5,5.5,11.8,2.2,0.7,3.8,6,16.5,NA,92,107
2015-16,22,DET,NBA,PG,12,0,159,6,17.1,0.352,0.3,3.2,0.1,5.7,14,0.409,6,10.5,0.576,1.3,4.1,5.4,7,1,0,2.2,6.3,18.4,NA,97,109
2016-17,23,BRK,NBA,PG,59,18,1334,4.8,10.7,0.444,1.4,3.6,0.376,3.4,7.1,0.478,4.5,5.7,0.792,1,4.9,5.8,6.6,1.6,0.8,2.3,4.2,15.4,NA,116,112
2017-18,24,BRK,NBA,PG,80,58,2306,6.8,17.6,0.387,3,9.1,0.326,3.9,8.5,0.452,4.6,5.6,0.813,0.8,4.6,5.5,11,1.4,0.5,2.7,3.9,21.2,NA,114,112
2018-19,25,BRK,NBA,PG,68,4,1914,9.1,20.6,0.442,3.1,9.2,0.335,6,11.4,0.528,7.1,8.9,0.806,0.6,3.5,4.1,7.7,1,0.4,3.8,4.7,28.4,NA,114,113
2019-20,26,BRK,NBA,SG,64,49,1994,10.1,24.3,0.415,2.9,9.5,0.308,7.2,14.8,0.485,8.3,10.6,0.778,0.8,4.5,5.3,10.3,1,0.5,4.1,4.3,31.4,NA,111,112
Career,NA,,NBA,,317,130,8162,7.8,18.9,0.41,2.6,8.1,0.318,5.2,10.8,0.48,6.1,7.6,0.793,0.8,4.4,5.2,9.3,1.3,0.5,3.3,4.4,24.2,NA,112,112
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,BRK,NBA,,271,129,7548,7.9,18.9,0.418,2.7,8.3,0.327,5.2,10.7,0.488,6.2,7.8,0.796,0.8,4.3,5.1,9.2,1.2,0.5,3.3,4.3,24.7,NA,113,112
2 seasons,NA,DET,NBA,,46,1,614,5.9,18.7,0.314,1.1,6.3,0.173,4.8,12.4,0.385,4.2,5.6,0.746,0.7,4.8,5.4,10.5,1.8,0.5,3.3,6.1,17,NA,93,107
