,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2014-15,21,DET,NBA,PG,34,455,90%,10%,,,,-7.4,-6.7,16,5,21,9,16,3,244,3,7
2015-16,22,DET,NBA,PG,12,159,100%,,,,,-17.3,-18.4,4,2,11,0,15,4,50,3,4
2016-17,23,BRK,NBA,PG,59,1334,63%,36%,1%,,,-4.4,+2.9,40,7,60,9,63,7,457,14,22
2017-18,24,BRK,NBA,PG,80,2306,84%,17%,,,,-2.1,+4.4,77,21,71,15,111,24,1274,22,52
2018-19,25,BRK,NBA,PG,68,1914,44%,54%,2%,,,-3.0,-5.5,83,32,63,24,158,32,747,39,36
2019-20,26,BRK,NBA,SG,64,1994,40%,57%,3%,,,+0.8,+4.2,103,22,64,30,201,14,1033,40,53
Career,,,NBA,,317,8162,61%,38%,1%,,,-2.6,+0.7,323,89,290,87,564,84,3805,121,174
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,BRK,NBA,,271,7548,58%,40%,2%,,,-2.0,+1.6,303,82,258,78,533,77,3511,115,163
2 seasons,,DET,NBA,,46,614,93%,7%,,,,-9.9,-9.7,20,7,32,9,31,7,294,6,11
