Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,22,SFW,NBA,C,11,NA,130,5.3,15.8,0.333,0.6,2.8,0.2,NA,NA,15,2.2,NA,NA,5.5,11.1
1967-68,23,SFW,NBA,C,10,NA,405,4.3,10.4,0.41,1.6,3.2,0.5,NA,NA,11.7,2,NA,NA,3.4,10.1
1968-69,24,SFW,NBA,PF,6,NA,129,2.5,9.2,0.273,2.5,3.1,0.818,NA,NA,12,1.4,NA,NA,3.9,7.5
1970-71,26,SFW,NBA,C,5,NA,93,3.9,9.3,0.417,1.5,3.1,0.5,NA,NA,14.3,0.8,NA,NA,5,9.3
1971-72,27,GSW,NBA,PF,5,NA,175,1.6,5.8,0.286,1.6,2.5,0.667,NA,NA,13.2,1.4,NA,NA,2.9,4.9
1972-73,28,GSW,NBA,PF,11,NA,413,4.2,9,0.466,1.8,2.8,0.656,NA,NA,15.1,1.4,NA,NA,3.7,10.2
1975-76,31,PHI,NBA,C,3,NA,53,2.7,4.1,0.667,4.1,4.8,0.857,2.7,8.2,10.9,0.7,0,0.7,10.2,9.5
Career,NA,,NBA,,51,NA,1398,3.8,9.5,0.397,1.8,3,0.586,2.7,8.2,13.4,1.6,0,0.7,4,9.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"SFW,GSW",NBA,,48,NA,1345,3.8,9.7,0.392,1.7,2.9,0.569,NA,NA,13.5,1.6,NA,NA,3.8,9.3
1 season,NA,PHI,NBA,,3,NA,53,2.7,4.1,0.667,4.1,4.8,0.857,2.7,8.2,10.9,0.7,0,0.7,10.2,9.5
