Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,22,SFW,NBA,C,74,NA,1247,5.9,14.5,0.408,3,4.8,0.633,NA,NA,15.9,2.2,NA,NA,4.9,14.9
1967-68,23,SFW,NBA,C,82,NA,2699,5,11.9,0.417,3.1,4.5,0.684,NA,NA,15.2,1.8,NA,NA,4.4,13
1968-69,24,SFW,NBA,PF,65,NA,2237,4.3,10.8,0.398,2.6,4.1,0.625,NA,NA,14.4,1.3,NA,NA,3.6,11.2
1969-70,25,SFW,NBA,C,82,NA,2641,4.9,11.2,0.44,2.4,4.1,0.593,NA,NA,12.7,1.1,NA,NA,3.6,12.3
1970-71,26,SFW,NBA,C,82,NA,1392,5,11.1,0.453,2.9,5.1,0.558,NA,NA,14.7,1.6,NA,NA,3.5,12.9
1971-72,27,GSW,NBA,PF,78,NA,2674,3.4,7.3,0.471,1.6,3,0.541,NA,NA,15.2,1.1,NA,NA,3.3,8.5
1972-73,28,GSW,NBA,PF,66,NA,1476,4.1,8.9,0.466,1.8,3.2,0.565,NA,NA,14.6,0.8,NA,NA,4.5,10.1
1973-74,29,GSW,NBA,PF,54,NA,1642,2.8,6.2,0.454,1.4,2.3,0.579,4.1,9,13.1,1.5,0.6,0.4,3.9,7
1974-75,30,TOT,NBA,C-PF,80,NA,2456,2.6,6.3,0.412,1.7,2.6,0.672,4.2,6.9,11.1,1.5,0.4,0.3,4.2,6.9
1974-75,30,ATL,NBA,PF,9,NA,177,2.4,7.3,0.333,6.5,7.9,0.821,4.9,9.4,14.2,1.6,0.2,0.8,5.1,11.4
1974-75,30,PHI,NBA,C,71,NA,2279,2.6,6.2,0.419,1.4,2.2,0.63,4.2,6.7,10.9,1.5,0.5,0.3,4.1,6.6
1975-76,31,PHI,NBA,C,79,NA,1421,3.1,7.1,0.436,1.6,2.4,0.663,4.2,7.3,11.5,1.5,0.6,0.7,4.8,7.8
Career,NA,,NBA,,742,NA,19885,4.1,9.5,0.432,2.2,3.6,0.614,4.2,7.6,13.8,1.4,0.5,0.4,4,10.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,"SFW,GSW",NBA,,583,NA,16008,4.4,10.2,0.434,2.3,3.9,0.605,4.1,9,14.4,1.4,0.6,0.4,3.9,11.1
2 seasons,NA,PHI,NBA,,150,NA,3700,2.8,6.5,0.426,1.5,2.3,0.644,4.2,6.9,11.1,1.5,0.5,0.4,4.4,7
1 season,NA,ATL,NBA,,9,NA,177,2.4,7.3,0.333,6.5,7.9,0.821,4.9,9.4,14.2,1.6,0.2,0.8,5.1,11.4
