,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,22,SFW,NBA,,9,,8,9,,,,,,,,23
1967-68,23,SFW,NBA,,14,30,12,16,,,30,7,,,6,33
1968-69,24,SFW,NBA,,14,24,7,14,,,28,5,,,6,35
1969-70,25,SFW,NBA,,11,21,11,18,,,22,4,,,6,25
1970-71,26,SFW,NBA,,11,,6,10,,,,,,,,25
1971-72,27,GSW,NBA,,9,,5,11,,,,,,,,21
1972-73,28,GSW,NBA,,10,,8,10,,,,,,,,21
1973-74,29,GSW,NBA,,7,,5,10,,,,,,,,14
1974-75,30,TOT,NBA,,8,,10,11,,,,,,,,19
1974-75,30,ATL,NBA,,3,,10,11,,,,,,,,16
1974-75,30,PHI,NBA,,8,,7,11,,,,,,,,19
1975-76,31,PHI,NBA,,6,,6,8,,,,,,,,14
Career,,,,,14,,12,18,,,,,,,,35
8 Seasons,,"GSW,SFW",NBA,,14,,12,18,,,,,,,,35
2 Seasons,,PHI,NBA,,8,,7,11,,,,,,,,19
1 Season,,ATL,NBA,,3,,10,11,,,,,,,,16
