Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1966-67,22,SFW,NBA,C,11,130,8.1,0.326,0.175,NA,NA,NA,7.5,NA,NA,NA,-0.4,0.2,-0.1,-0.052,NA,NA,NA,NA,NA
1967-68,23,SFW,NBA,C,10,405,10.4,0.429,0.308,NA,NA,NA,7,NA,NA,NA,-0.2,0.2,0,0.004,NA,NA,NA,NA,NA
1968-69,24,SFW,NBA,PF,6,129,8.3,0.357,0.333,NA,NA,NA,5.6,NA,NA,NA,-0.2,0.2,0,0.005,NA,NA,NA,NA,NA
1970-71,26,SFW,NBA,C,5,93,10.5,0.436,0.333,NA,NA,18.4,3.2,NA,NA,NA,0,0,0,-0.016,NA,NA,NA,NA,NA
1971-72,27,GSW,NBA,PF,5,175,8.1,0.361,0.429,NA,NA,16.8,5.2,NA,NA,NA,-0.2,0.2,0,-0.01,NA,NA,NA,NA,NA
1972-73,28,GSW,NBA,PF,11,413,14.5,0.5,0.311,NA,NA,20,5.3,NA,NA,NA,0.3,0.5,0.8,0.097,NA,NA,NA,NA,NA
1975-76,31,PHI,NBA,C,3,53,10.2,0.771,1.167,7.9,25.6,16.4,2.3,0,1.1,NA,0.1,0,0.1,0.109,NA,-3.2,0,-3.1,0
Career,NA,,NBA,,51,1398,10.9,0.43,0.315,7.9,25.6,18.8,5.8,0,1.1,NA,-0.6,1.4,0.8,0.027,NA,-3.2,0,-3.1,0
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"SFW,GSW",NBA,,48,1345,11,0.422,0.301,NA,NA,19,5.9,NA,NA,NA,-0.7,1.3,0.7,0.024,NA,NA,NA,NA,NA
1 season,NA,PHI,NBA,,3,53,10.2,0.771,1.167,7.9,25.6,16.4,2.3,0,1.1,NA,0.1,0,0.1,0.109,NA,-3.2,0,-3.1,0
