Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1966-67,22,SFW,NBA,C,74,1247,13.9,0.447,0.33,NA,NA,NA,7.6,NA,NA,NA,-0.2,2.3,2.1,0.08,NA,NA,NA,NA,NA
1967-68,23,SFW,NBA,C,82,2699,13.4,0.468,0.375,NA,NA,NA,6.4,NA,NA,NA,0.5,4.6,5.1,0.09,NA,NA,NA,NA,NA
1968-69,24,SFW,NBA,PF,65,2237,12.3,0.442,0.38,NA,NA,NA,5,NA,NA,NA,-0.5,3.6,3.1,0.067,NA,NA,NA,NA,NA
1969-70,25,SFW,NBA,C,82,2641,12,0.473,0.365,NA,NA,NA,4,NA,NA,NA,0,3.5,3.5,0.064,NA,NA,NA,NA,NA
1970-71,26,SFW,NBA,C,82,1392,14.8,0.484,0.465,NA,NA,18,6.1,NA,NA,NA,0.7,1.5,2.2,0.075,NA,NA,NA,NA,NA
1971-72,27,GSW,NBA,PF,78,2674,12.3,0.492,0.408,NA,NA,18.9,4,NA,NA,NA,1,5.1,6.1,0.11,NA,NA,NA,NA,NA
1972-73,28,GSW,NBA,PF,66,1476,12.2,0.49,0.359,NA,NA,18.4,2.8,NA,NA,NA,0.7,2.6,3.4,0.109,NA,NA,NA,NA,NA
1973-74,29,GSW,NBA,PF,54,1642,9.8,0.483,0.377,11.1,23.1,17.2,4.8,0.7,0.5,NA,0.9,1.7,2.6,0.076,NA,-1.3,-0.6,-1.8,0.1
1974-75,30,TOT,NBA,C-PF,80,2456,9.3,0.466,0.415,11.7,19.6,15.6,5.6,0.6,0.4,NA,1.1,2.1,3.2,0.063,NA,-2,-0.6,-2.6,-0.3
1974-75,30,ATL,NBA,PF,9,177,13.6,0.527,1.083,12.5,26.9,19.3,5.7,0.3,1.2,NA,0.3,0.2,0.4,0.115,NA,-1.6,-0.6,-2.2,0
1974-75,30,PHI,NBA,C,71,2279,8.9,0.459,0.353,11.6,19,15.3,5.5,0.6,0.4,NA,0.8,1.9,2.8,0.059,NA,-2,-0.6,-2.6,-0.3
1975-76,31,PHI,NBA,C,79,1421,9.9,0.477,0.337,11.2,19.6,15.4,5.3,0.7,1,NA,0.7,1.6,2.2,0.076,NA,-1.8,-0.5,-2.2,-0.1
Career,NA,,NBA,,742,19885,11.9,0.47,0.381,11.4,20.6,17.3,5.1,0.7,0.6,NA,4.8,28.7,33.5,0.081,NA,-1.7,-0.6,-2.3,-0.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,"SFW,GSW",NBA,,583,16008,12.5,0.47,0.38,11.1,23.1,18.2,5,0.7,0.5,NA,3.1,25,28.1,0.084,NA,-1.3,-0.6,-1.8,0.1
2 seasons,NA,PHI,NBA,,150,3700,9.3,0.467,0.346,11.4,19.2,15.3,5.4,0.6,0.6,NA,1.5,3.5,5,0.065,NA,-1.9,-0.5,-2.4,-0.4
1 season,NA,ATL,NBA,,9,177,13.6,0.527,1.083,12.5,26.9,19.3,5.7,0.3,1.2,NA,0.3,0.2,0.4,0.115,NA,-1.6,-0.6,-2.2,0
