,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,28,SAC,NBA,SF,9,20,,,,86%,14%,-13.8,-20.1,0,1,2,1,0,0,2,0,1
2001-02,29,SEA,NBA,PF,63,989,,,6%,74%,20%,+0.1,-4.3,19,17,79,14,37,0,88,4,20
2002-03,30,TOT,NBA,SF,26,211,,2%,27%,70%,2%,-14.4,-12.7,9,5,12,6,6,0,14,2,7
2002-03,30,PHI,NBA,SF,19,131,,,17%,80%,3%,-8.2,-11.1,2,5,9,2,3,0,6,1,6
2002-03,30,TOR,NBA,SF,7,80,,5%,43%,52%,,-24.9,-18.7,7,0,3,4,3,0,8,1,1
Career,,,NBA,,98,1220,,,10%,73%,16%,-2.6,-6.0,28,23,93,21,43,0,104,6,28
,,,,,,,,,,,,,,,,,,,,,,
1 season,,SEA,NBA,,63,989,,,6%,74%,20%,+0.1,-4.3,19,17,79,14,37,0,88,4,20
1 season,,PHI,NBA,,19,131,,,17%,80%,3%,-8.2,-11.1,2,5,9,2,3,0,6,1,6
1 season,,SAC,NBA,,9,20,,,,86%,14%,-13.8,-20.1,0,1,2,1,0,0,2,0,1
1 season,,TOR,NBA,,7,80,,5%,43%,52%,,-24.9,-18.7,7,0,3,4,3,0,8,1,1
