Season,Team,Lg,Salary
1999-00,Sacramento Kings,NBA,"$25,000"
2001-02,Seattle SuperSonics,NBA,"$465,850"
2002-03,Denver Nuggets,NBA,"$193,424"
2002-03,Toronto Raptors,NBA,"$35,819"
Career,(may be incomplete),,"$720,093"
