,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1992-93,22,MIL,NBA,,7,15,4,5,6,10,4,5,2,4,5,9,3,1,4,6,17,15.5
1993-94,23,MIL,NBA,,7,13,4,5,6,10,5,6,2,5,6,9,2,1,5,5,19,14.1
1994-95,24,MIL,NBA,,7,15,5,8,6,9,7,8,2,2,4,10,3,2,5,4,22,15.5
1995-96,25,MIL,NBA,,6,13,4,7,5,9,4,6,2,4,5,10,3,1,6,6,16,16.2
1996-97,26,VAN,NBA,46:15,6,11,5,7,5,6,3,4,2,4,4,12,5,1,4,5,17,20.9
1997-98,27,VAN,NBA,41:16,5,10,4,6,3,5,4,4,2,5,6,11,3,2,5,6,14,15.8
1998-99,28,VAN,NBA,23:44,2,6,1,4,2,3,2,2,0,1,1,6,3,0,3,3,5,6.0
Career,,,,46:15,7,15,5,8,6,10,7,8,2,5,6,12,5,2,6,6,22,20.9
4 Seasons,,MIL,NBA,,7,15,5,8,6,10,7,8,2,5,6,10,3,2,6,6,22,16.2
3 Seasons,,VAN,NBA,46:15,6,11,5,7,5,6,4,4,2,5,6,12,5,2,5,6,17,20.9
