Season,Team,Lg,Salary
1991-92,Atlanta Hawks,NBA,"$125,000"
1992-93,Atlanta Hawks,NBA,"$500,000"
1993-94,Atlanta Hawks,NBA,"$600,000"
Career,(may be incomplete),,"$1,225,000"
