,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,29,SEA,NBA,SG,67,1778,1%,90%,9%,,,+2.2,+4.1,58,18,63,6,39,0,489,8,13
2001-02,30,SEA,NBA,SG,81,3040,,90%,9%,,,+3.4,-0.1,103,39,81,15,85,0,912,18,32
2002-03,31,SEA,NBA,SG,75,2480,30%,69%,2%,,,+0.3,+0.5,81,29,88,25,69,0,845,13,38
2003-04,32,SEA,NBA,SG,59,1803,34%,63%,3%,,,+0.9,+2.8,108,21,74,9,45,0,777,14,17
2004-05,33,SAS,NBA,SG,81,1742,1%,96%,4%,,,+7.1,-3.4,42,11,66,8,42,0,398,13,16
2005-06,34,SAS,NBA,SG,74,1259,3%,91%,6%,,,+10.6,+3.6,31,14,47,5,22,7,278,5,12
2006-07,35,SAS,NBA,SG,75,1631,,94%,6%,,,+6.6,-4.6,32,16,48,8,35,10,305,7,12
2007-08,36,SAS,NBA,SF,31,554,,27%,55%,18%,,+5.9,+0.6,12,3,21,1,8,3,125,1,4
2008-09,37,HOU,NBA,SG,56,857,1%,91%,8%,,,+1.1,-4.3,32,7,24,2,4,10,176,0,6
Career,,,NBA,,599,15144,9%,82%,7%,1%,,+3.8,+0.1,499,158,512,79,349,30,4305,79,150
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,SEA,NBA,,282,9101,15%,79%,6%,,,+1.8,+1.5,350,107,306,55,238,0,3023,53,100
4 seasons,,SAS,NBA,,261,5186,1%,87%,10%,2%,,+7.7,-1.6,117,44,182,22,107,20,1106,26,44
1 season,,HOU,NBA,,56,857,1%,91%,8%,,,+1.1,-4.3,32,7,24,2,4,10,176,0,6
