Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1965-66,23,PHI,NBA,,7,30,3.5,0.333,0,NA,NA,NA,15.7,NA,NA,NA,-0.1,0,0,-0.01,NA,NA,NA,NA,NA
1966-67,24,PHI,NBA,PG,6,29,14.3,0.492,0.5,NA,NA,NA,41.6,NA,NA,NA,0,0,0.1,0.122,NA,NA,NA,NA,NA
1967-68,25,SEA,NBA,PG,82,1614,15.8,0.503,0.37,NA,NA,NA,27.5,NA,NA,NA,2.1,0.9,2.9,0.086,NA,NA,NA,NA,NA
1968-69,26,TOT,NBA,PG,77,1478,10.7,0.444,0.321,NA,NA,NA,18.5,NA,NA,NA,-0.1,1.7,1.7,0.054,NA,NA,NA,NA,NA
1968-69,26,MIL,NBA,PG,15,242,8.6,0.384,0.298,NA,NA,NA,14.9,NA,NA,NA,-0.5,0.1,-0.3,-0.066,NA,NA,NA,NA,NA
1968-69,26,CHI,NBA,PG,62,1236,11.1,0.462,0.327,NA,NA,NA,19.2,NA,NA,NA,0.4,1.6,2,0.078,NA,NA,NA,NA,NA
1969-70,27,CHI,NBA,PG,82,2544,12.5,0.488,0.296,NA,NA,NA,24.4,NA,NA,NA,1.1,2.4,3.6,0.068,NA,NA,NA,NA,NA
1970-71,28,CHI,NBA,PG,82,2237,12.6,0.503,0.408,NA,NA,4,23,NA,NA,NA,2.2,2.6,4.7,0.102,NA,NA,NA,NA,NA
1971-72,29,CHI,NBA,PG,82,2450,12.4,0.492,0.305,NA,NA,3.3,20.6,NA,NA,NA,1.7,3.9,5.6,0.11,NA,NA,NA,NA,NA
1972-73,30,CHI,NBA,PG,82,2086,12,0.486,0.289,NA,NA,3.6,19,NA,NA,NA,1.4,2.9,4.3,0.099,NA,NA,NA,NA,NA
1973-74,31,CHI,NBA,SG,79,1708,15.4,0.523,0.301,1.9,4.4,3.1,26.2,2.8,0.4,NA,2,2.4,4.4,0.124,NA,0.1,1.4,1.4,1.5
1974-75,32,BUF,NBA,PG,76,1338,10.5,0.444,0.257,1.7,6.1,4,23.6,2.7,0.7,NA,-0.1,1.2,1.1,0.04,NA,-2.4,1.2,-1.2,0.3
1975-76,33,BUF,NBA,PG,66,995,10,0.522,0.262,1.4,5.4,3.5,19,2.1,0.7,NA,0.6,0.8,1.4,0.066,NA,-1.7,1,-0.7,0.3
1976-77,34,WSB,NBA,PG,62,768,11.3,0.512,0.278,2.1,7.1,4.6,20.9,3.1,0.5,NA,0.5,1,1.4,0.089,NA,-1.7,2.6,0.9,0.6
Career,NA,,NBA,,783,17277,12.5,0.491,0.319,1.8,5.5,3.6,22.5,2.7,0.6,NA,11.3,19.9,31.2,0.087,NA,-1.3,1.5,0.2,2.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,CHI,NBA,,469,12261,12.7,0.493,0.319,1.9,4.4,3.5,22.2,2.8,0.4,NA,8.9,15.8,24.7,0.097,NA,0.1,1.4,1.4,1.5
2 seasons,NA,BUF,NBA,,142,2333,10.3,0.476,0.259,1.6,5.8,3.7,21.6,2.5,0.7,NA,0.4,2,2.5,0.051,NA,-2.1,1.1,-1,0.6
1 season,NA,SEA,NBA,,82,1614,15.8,0.503,0.37,NA,NA,NA,27.5,NA,NA,NA,2.1,0.9,2.9,0.086,NA,NA,NA,NA,NA
1 season,NA,WSB,NBA,,62,768,11.3,0.512,0.278,2.1,7.1,4.6,20.9,3.1,0.5,NA,0.5,1,1.4,0.089,NA,-1.7,2.6,0.9,0.6
1 season,NA,MIL,NBA,,15,242,8.6,0.384,0.298,NA,NA,NA,14.9,NA,NA,NA,-0.5,0.1,-0.3,-0.066,NA,NA,NA,NA,NA
2 seasons,NA,PHI,NBA,,13,59,8.8,0.425,0.263,NA,NA,NA,28.4,NA,NA,NA,0,0.1,0.1,0.055,NA,NA,NA,NA,NA
