Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1965-66,23,PHI,NBA,,7,NA,30,3,9,0.333,0,0,NA,NA,NA,7,4,NA,NA,10,6
1966-67,24,PHI,NBA,PG,6,NA,29,5,10,0.5,2,5,0.4,NA,NA,3,10,NA,NA,8,12
1967-68,25,SEA,NBA,PG,82,NA,1614,295,686,0.43,213,254,0.839,NA,NA,150,342,NA,NA,137,803
1968-69,26,TOT,NBA,PG,77,NA,1478,189,499,0.379,128,160,0.8,NA,NA,162,199,NA,NA,174,506
1968-69,26,MIL,NBA,PG,15,NA,242,36,114,0.316,27,34,0.794,NA,NA,27,27,NA,NA,24,99
1968-69,26,CHI,NBA,PG,62,NA,1236,153,385,0.397,101,126,0.802,NA,NA,135,172,NA,NA,150,407
1969-70,27,CHI,NBA,PG,82,NA,2544,365,855,0.427,213,253,0.842,NA,NA,227,474,NA,NA,206,943
1970-71,28,CHI,NBA,PG,82,NA,2237,278,659,0.422,226,269,0.84,NA,NA,189,387,NA,NA,216,782
1971-72,29,CHI,NBA,PG,82,NA,2450,358,832,0.43,212,254,0.835,NA,NA,170,377,NA,NA,212,928
1972-73,30,CHI,NBA,PG,82,NA,2086,279,655,0.426,159,189,0.841,NA,NA,148,295,NA,NA,151,717
1973-74,31,CHI,NBA,SG,79,NA,1708,263,564,0.466,142,170,0.835,32,71,103,303,104,12,156,668
1974-75,32,BUF,NBA,PG,76,NA,1338,102,261,0.391,54,67,0.806,21,83,104,260,82,19,146,258
1975-76,33,BUF,NBA,PG,66,NA,995,89,183,0.486,35,48,0.729,13,53,66,150,48,14,94,213
1976-77,34,WSB,NBA,PG,62,NA,768,62,133,0.466,29,37,0.784,15,54,69,130,53,7,66,153
Career,NA,,NBA,,783,NA,17277,2288,5346,0.428,1413,1706,0.828,81,261,1398,2931,287,52,1576,5989
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,CHI,NBA,,469,NA,12261,1696,3950,0.429,1053,1261,0.835,32,71,972,2008,104,12,1091,4445
2 seasons,NA,BUF,NBA,,142,NA,2333,191,444,0.43,89,115,0.774,34,136,170,410,130,33,240,471
1 season,NA,SEA,NBA,,82,NA,1614,295,686,0.43,213,254,0.839,NA,NA,150,342,NA,NA,137,803
1 season,NA,WSB,NBA,,62,NA,768,62,133,0.466,29,37,0.784,15,54,69,130,53,7,66,153
1 season,NA,MIL,NBA,,15,NA,242,36,114,0.316,27,34,0.794,NA,NA,27,27,NA,NA,24,99
2 seasons,NA,PHI,NBA,,13,NA,59,8,19,0.421,2,5,0.4,NA,NA,10,14,NA,NA,18,18
