Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1965-66,23,PHI,NBA,,7,NA,30,3.6,10.8,0.333,0,0,NA,NA,NA,8.4,4.8,NA,NA,12,7.2
1966-67,24,PHI,NBA,PG,6,NA,29,6.2,12.4,0.5,2.5,6.2,0.4,NA,NA,3.7,12.4,NA,NA,9.9,14.9
1967-68,25,SEA,NBA,PG,82,NA,1614,6.6,15.3,0.43,4.8,5.7,0.839,NA,NA,3.3,7.6,NA,NA,3.1,17.9
1968-69,26,TOT,NBA,PG,77,NA,1478,4.6,12.2,0.379,3.1,3.9,0.8,NA,NA,3.9,4.8,NA,NA,4.2,12.3
1968-69,26,MIL,NBA,PG,15,NA,242,5.4,17,0.316,4,5.1,0.794,NA,NA,4,4,NA,NA,3.6,14.7
1968-69,26,CHI,NBA,PG,62,NA,1236,4.5,11.2,0.397,2.9,3.7,0.802,NA,NA,3.9,5,NA,NA,4.4,11.9
1969-70,27,CHI,NBA,PG,82,NA,2544,5.2,12.1,0.427,3,3.6,0.842,NA,NA,3.2,6.7,NA,NA,2.9,13.3
1970-71,28,CHI,NBA,PG,82,NA,2237,4.5,10.6,0.422,3.6,4.3,0.84,NA,NA,3,6.2,NA,NA,3.5,12.6
1971-72,29,CHI,NBA,PG,82,NA,2450,5.3,12.2,0.43,3.1,3.7,0.835,NA,NA,2.5,5.5,NA,NA,3.1,13.6
1972-73,30,CHI,NBA,PG,82,NA,2086,4.8,11.3,0.426,2.7,3.3,0.841,NA,NA,2.6,5.1,NA,NA,2.6,12.4
1973-74,31,CHI,NBA,SG,79,NA,1708,5.5,11.9,0.466,3,3.6,0.835,0.7,1.5,2.2,6.4,2.2,0.3,3.3,14.1
1974-75,32,BUF,NBA,PG,76,NA,1338,2.7,7,0.391,1.5,1.8,0.806,0.6,2.2,2.8,7,2.2,0.5,3.9,6.9
1975-76,33,BUF,NBA,PG,66,NA,995,3.2,6.6,0.486,1.3,1.7,0.729,0.5,1.9,2.4,5.4,1.7,0.5,3.4,7.7
1976-77,34,WSB,NBA,PG,62,NA,768,2.9,6.2,0.466,1.4,1.7,0.784,0.7,2.5,3.2,6.1,2.5,0.3,3.1,7.2
Career,NA,,NBA,,783,NA,17277,4.8,11.1,0.428,2.9,3.6,0.828,0.6,2,2.9,6.1,2.1,0.4,3.3,12.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,CHI,NBA,,469,NA,12261,5,11.6,0.429,3.1,3.7,0.835,0.7,1.5,2.9,5.9,2.2,0.3,3.2,13.1
2 seasons,NA,BUF,NBA,,142,NA,2333,2.9,6.9,0.43,1.4,1.8,0.774,0.5,2.1,2.6,6.3,2,0.5,3.7,7.3
1 season,NA,SEA,NBA,,82,NA,1614,6.6,15.3,0.43,4.8,5.7,0.839,NA,NA,3.3,7.6,NA,NA,3.1,17.9
1 season,NA,WSB,NBA,,62,NA,768,2.9,6.2,0.466,1.4,1.7,0.784,0.7,2.5,3.2,6.1,2.5,0.3,3.1,7.2
1 season,NA,MIL,NBA,,15,NA,242,5.4,17,0.316,4,5.1,0.794,NA,NA,4,4,NA,NA,3.6,14.7
2 seasons,NA,PHI,NBA,,13,NA,59,4.9,11.6,0.421,1.2,3.1,0.4,NA,NA,6.1,8.5,NA,NA,11,11
