Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,24,PHI,NBA,PG,1,NA,4,2,3,0.667,0,0,NA,NA,NA,2,2,NA,NA,1,4
1969-70,27,CHI,NBA,PG,5,NA,121,25,59,0.424,8,10,0.8,NA,NA,6,24,NA,NA,11,58
1970-71,28,CHI,NBA,PG,7,NA,250,42,92,0.457,26,30,0.867,NA,NA,18,57,NA,NA,19,110
1971-72,29,CHI,NBA,PG,4,NA,119,24,49,0.49,7,8,0.875,NA,NA,13,12,NA,NA,15,55
1972-73,30,CHI,NBA,PG,7,NA,175,34,79,0.43,16,21,0.762,NA,NA,16,15,NA,NA,20,84
1973-74,31,CHI,NBA,SG,11,NA,251,23,74,0.311,6,6,1,5,15,20,32,7,1,20,52
1974-75,32,BUF,NBA,PG,7,NA,113,11,23,0.478,8,12,0.667,2,5,7,17,4,1,15,30
1975-76,33,BUF,NBA,PG,7,NA,36,3,8,0.375,2,3,0.667,0,4,4,3,2,0,5,8
1976-77,34,WSB,NBA,PG,4,NA,34,3,5,0.6,0,1,0,1,2,3,2,1,0,5,6
Career,NA,,NBA,,53,NA,1103,167,392,0.426,73,91,0.802,8,26,89,164,14,2,111,407
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,CHI,NBA,,34,NA,916,148,353,0.419,63,75,0.84,5,15,73,140,7,1,85,359
2 seasons,NA,BUF,NBA,,14,NA,149,14,31,0.452,10,15,0.667,2,9,11,20,6,1,20,38
1 season,NA,WSB,NBA,,4,NA,34,3,5,0.6,0,1,0,1,2,3,2,1,0,5,6
1 season,NA,PHI,NBA,,1,NA,4,2,3,0.667,0,0,NA,NA,NA,2,2,NA,NA,1,4
