,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1947-48,22,NYK,BAA,,8,,7,,,,,23
1948-49,23,TOT,BAA,,8,,7,8,,,,21
1948-49,23,NYK,BAA,,8,,6,7,,,,18
1948-49,23,BLB,BAA,,8,,7,8,,,,21
Career,,,,,8,,7,,,,,23
2 Seasons,,NYK,BAA,,8,,7,,,,,23
1 Season,,BLB,BAA,,8,,7,8,,,,21
