,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,25,GSW,NBA,C,43,1038,,,,,100%,-13.3,-4.9,27,31,67,14,53,0,132,4,45
2001-02,26,GSW,NBA,C,73,1740,,,,,100%,-6.6,-1.2,28,62,132,35,96,0,192,28,59
2002-03,27,GSW,NBA,C,82,1978,,,,,100%,-3.9,-5.6,27,42,141,19,96,0,136,22,45
2003-04,28,GSW,NBA,C,74,2403,,,,,100%,-0.6,+0.4,24,53,117,29,142,0,144,23,59
2004-05,29,DAL,NBA,C,59,1609,,,,,100%,+9.7,+5.8,24,34,115,23,103,0,118,20,40
2005-06,30,DAL,NBA,C,82,1934,,,,1%,99%,+6.4,-0.3,25,15,158,37,97,10,122,18,40
2006-07,31,DAL,NBA,C,76,1915,,,,,100%,+11.9,+7.3,26,21,131,28,89,5,100,19,26
2007-08,32,DAL,NBA,C,72,1755,,,,,100%,+5.4,+0.5,12,18,138,25,71,2,140,15,29
2008-09,33,DAL,NBA,C,80,1836,,,,,100%,+2.1,-0.6,26,18,118,12,65,6,180,13,23
2009-10,34,DAL,NBA,C,55,1280,,,,,100%,+6.2,+4.9,19,15,99,12,45,2,75,7,25
2010-11,35,MIA,NBA,C,51,815,,,,,100%,+7.4,-1.6,11,4,45,7,16,1,48,5,10
2011-12,36,ATL,NBA,C,15,83,,,,8%,92%,+5.2,+1.4,1,0,4,2,0,0,8,0,0
Career,,,NBA,,762,18386,,,,,100%,+2.4,+0.6,250,313,1265,243,873,26,1395,174,401
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,DAL,NBA,,424,10329,,,,,100%,+7.0,+2.8,132,121,759,137,470,25,735,92,183
4 seasons,,GSW,NBA,,272,7159,,,,,100%,-4.8,-2.4,106,188,457,97,387,0,604,77,208
1 season,,MIA,NBA,,51,815,,,,,100%,+7.4,-1.6,11,4,45,7,16,1,48,5,10
1 season,,ATL,NBA,,15,83,,,,8%,92%,+5.2,+1.4,1,0,4,2,0,0,8,0,0
