,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1993-94,18,MISSST,29,678,133,226,,,78,159,,251,23,17,65,70,82,344,.588,,.491,23.4,11.9,8.7,0.8
1994-95,19,MISSST,30,853,153,239,,,87,146,,291,28,25,78,80,99,393,.640,,.596,28.4,13.1,9.7,0.9
1995-96,20,MISSST,34,1112,195,354,,,104,170,,317,77,16,106,93,86,494,.551,,.612,32.7,14.5,9.3,2.3
Career,,,93,2643,481,819,,,269,475,,859,128,58,249,243,267,1231,.587,,.566,28.4,13.2,9.2,1.4
