Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996-97,22,DEN,NBA,PG,13,0,117,23,49,0.469,12,26,0.462,11,23,0.478,0.592,7,10,0.7,2,4,6,18,2,1,13,16,65
1998-99,24,WAS,NBA,PG,35,6,427,50,134,0.373,9,35,0.257,41,99,0.414,0.407,21,28,0.75,9,12,21,73,19,1,30,36,130
1999-00,25,LAC,NBA,PG,25,10,597,80,186,0.43,7,21,0.333,73,165,0.442,0.449,13,17,0.765,18,54,72,89,15,2,27,55,180
2000-01,26,LAC,NBA,PG,81,81,2831,432,933,0.463,52,144,0.361,380,789,0.482,0.491,130,161,0.807,41,179,220,447,75,7,113,199,1046
2001-02,27,LAC,NBA,PG,81,80,3030,463,1121,0.413,75,234,0.321,388,887,0.437,0.446,183,219,0.836,45,168,213,500,63,6,147,202,1184
2002-03,28,POR,NBA,PG,75,1,1311,188,423,0.444,6,35,0.171,182,388,0.469,0.452,50,67,0.746,22,75,97,170,21,2,75,117,432
2003-04,29,TOT,NBA,SG-PG,70,57,2365,334,747,0.447,46,127,0.362,288,620,0.465,0.478,114,143,0.797,33,143,176,430,72,6,120,163,828
2003-04,29,POR,NBA,SG,39,26,1269,196,416,0.471,15,47,0.319,181,369,0.491,0.489,58,76,0.763,16,78,94,196,36,2,61,94,465
2003-04,29,CLE,NBA,PG,31,31,1096,138,331,0.417,31,80,0.388,107,251,0.426,0.464,56,67,0.836,17,65,82,234,36,4,59,69,363
2004-05,30,CLE,NBA,PG,76,69,2651,377,915,0.412,91,264,0.345,286,651,0.439,0.462,130,160,0.813,32,125,157,391,56,1,117,177,975
2005-06,31,NJN,NBA,SG,28,1,486,63,143,0.441,3,16,0.188,60,127,0.472,0.451,20,29,0.69,11,39,50,52,11,2,29,37,149
2006-07,32,CHA,NBA,PG,38,3,702,71,181,0.392,1,8,0.125,70,173,0.405,0.395,22,32,0.688,14,48,62,124,14,0,42,72,165
2007-08,33,CHA,NBA,PG,54,26,1410,108,249,0.434,3,19,0.158,105,230,0.457,0.44,23,30,0.767,16,80,96,220,23,3,76,120,242
Career,NA,,NBA,,576,334,15927,2189,5081,0.431,305,929,0.328,1884,4152,0.454,0.461,713,896,0.796,243,927,1170,2514,371,31,789,1194,5396
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,LAC,NBA,,187,171,6458,975,2240,0.435,134,399,0.336,841,1841,0.457,0.465,326,397,0.821,104,401,505,1036,153,15,287,456,2410
2 seasons,NA,POR,NBA,,114,27,2580,384,839,0.458,21,82,0.256,363,757,0.48,0.47,108,143,0.755,38,153,191,366,57,4,136,211,897
2 seasons,NA,CLE,NBA,,107,100,3747,515,1246,0.413,122,344,0.355,393,902,0.436,0.462,186,227,0.819,49,190,239,625,92,5,176,246,1338
2 seasons,NA,CHA,NBA,,92,29,2112,179,430,0.416,4,27,0.148,175,403,0.434,0.421,45,62,0.726,30,128,158,344,37,3,118,192,407
1 season,NA,WAS,NBA,,35,6,427,50,134,0.373,9,35,0.257,41,99,0.414,0.407,21,28,0.75,9,12,21,73,19,1,30,36,130
1 season,NA,NJN,NBA,,28,1,486,63,143,0.441,3,16,0.188,60,127,0.472,0.451,20,29,0.69,11,39,50,52,11,2,29,37,149
1 season,NA,DEN,NBA,,13,0,117,23,49,0.469,12,26,0.462,11,23,0.478,0.592,7,10,0.7,2,4,6,18,2,1,13,16,65
