Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2004-05,21,UTA,NBA,SG,68,7,906,7.3,19.7,0.372,1.8,5.1,0.353,5.5,14.6,0.379,3.8,5.8,0.667,3,4.3,7.3,2.2,1.6,1.1,3.5,7,20.3,NA,92,111
2005-06,22,NOK,NBA,SG,68,45,1310,8.4,18.7,0.453,1.9,5.3,0.357,6.5,13.3,0.491,3.5,4.8,0.735,2.3,4.4,6.6,4.2,1.2,0.9,2.9,4.4,22.3,NA,106,109
2006-07,23,HOU,NBA,SF,39,1,563,6.2,13.7,0.452,1,4.1,0.25,5.2,9.6,0.539,4.6,7,0.653,1.6,6.2,7.8,3.7,1,1.1,2.4,4.8,18,NA,107,102
2007-08,24,TOT,NBA,SF-PF,36,18,761,6.6,13,0.508,0.3,1.6,0.217,6.3,11.4,0.548,4.4,6.1,0.727,2.1,6.6,8.7,4.4,1.4,1,3.6,3.8,18,NA,106,111
2007-08,24,HOU,NBA,PF,9,0,81,8.5,18.4,0.464,1.3,5.9,0.222,7.2,12.5,0.579,3.9,7.2,0.545,3.3,4.6,7.9,5.2,0.7,0.7,2.6,3.9,22.3,NA,108,106
2007-08,24,MIN,NBA,SF,27,18,680,6.4,12.4,0.516,0.2,1.1,0.214,6.1,11.3,0.544,4.5,5.9,0.753,1.9,6.8,8.8,4.3,1.5,1.1,3.7,3.8,17.4,NA,106,111
Career,NA,,NBA,,211,71,3540,7.4,16.9,0.438,1.4,4.2,0.327,6,12.6,0.475,4,5.7,0.699,2.3,5.1,7.4,3.6,1.3,1,3.1,5,20.2,NA,102,109
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,NOK,NBA,,68,45,1310,8.4,18.7,0.453,1.9,5.3,0.357,6.5,13.3,0.491,3.5,4.8,0.735,2.3,4.4,6.6,4.2,1.2,0.9,2.9,4.4,22.3,NA,106,109
1 season,NA,UTA,NBA,,68,7,906,7.3,19.7,0.372,1.8,5.1,0.353,5.5,14.6,0.379,3.8,5.8,0.667,3,4.3,7.3,2.2,1.6,1.1,3.5,7,20.3,NA,92,111
2 seasons,NA,HOU,NBA,,48,1,644,6.5,14.3,0.454,1.1,4.4,0.245,5.4,9.9,0.545,4.5,7.1,0.64,1.8,6,7.8,3.9,1,1.1,2.5,4.7,18.6,NA,107,103
1 season,NA,MIN,NBA,,27,18,680,6.4,12.4,0.516,0.2,1.1,0.214,6.1,11.3,0.544,4.5,5.9,0.753,1.9,6.8,8.8,4.3,1.5,1.1,3.7,3.8,17.4,NA,106,111
