Season,Team,Lg,Salary
2014-15,Chicago Bulls,NBA,"$2,277,960"
2015-16,Chicago Bulls,NBA,"$2,380,440"
2016-17,Oklahoma City Thunder,NBA,"$2,483,040"
2017-18,Dallas Mavericks,NBA,"$3,294,994"
2018-19,Indiana Pacers,NBA,"$7,333,334"
Career,(may be incomplete),,"$17,769,768"
