Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2014-15,23,CHI,NBA,SF,36,0,321,6.9,17.2,0.402,2.1,6.6,0.317,4.8,10.6,0.455,1.6,2.4,0.667,1,6,6.9,1,0.6,0.2,2.7,4.7,17.6,NA,89,108
2015-16,24,CHI,NBA,SF,81,4,1861,7.8,17.3,0.452,3,7,0.425,4.9,10.4,0.47,1.9,2.3,0.857,1,4.3,5.3,1.6,0.4,0.2,1.4,3.4,20.6,NA,110,112
2016-17,25,TOT,NBA,SF,66,5,1508,7.4,16.5,0.447,2.6,6.9,0.37,4.8,9.6,0.502,2.4,2.8,0.845,0.7,5.3,5.9,1.9,0.4,0.2,1.3,2.6,19.6,NA,112,112
2016-17,25,CHI,NBA,SF,44,4,1078,7.8,17.4,0.445,2.6,7,0.373,5.1,10.4,0.493,2.8,3.1,0.881,0.7,5.4,6.1,2.1,0.5,0.2,1.5,2.7,20.9,NA,111,112
2016-17,25,OKC,NBA,SF,22,1,430,6.4,14.2,0.452,2.4,6.6,0.362,4,7.5,0.53,1.4,1.9,0.706,0.7,4.9,5.6,1.5,0.2,0.1,0.7,2.5,16.5,NA,116,113
2017-18,26,TOT,NBA,SF,81,4,1768,6.7,14.3,0.467,2.6,6.1,0.426,4.1,8.2,0.497,1.8,2.3,0.79,1.1,4.5,5.6,2.2,0.5,0.5,1.6,3.4,17.7,NA,111,115
2017-18,26,NYK,NBA,SF,55,1,1172,6.4,13.9,0.46,2.2,5.8,0.387,4.1,8.1,0.513,1.7,2.2,0.755,1.4,4.3,5.7,2.1,0.4,0.5,1.4,3.1,16.7,NA,111,115
2017-18,26,DAL,NBA,SF,26,3,596,7.2,15.2,0.478,3.3,6.7,0.494,4,8.5,0.465,2,2.4,0.857,0.6,5,5.6,2.4,0.8,0.3,1.9,4.1,19.8,NA,112,113
2018-19,27,IND,NBA,SF,77,1,1340,7.6,15.4,0.491,3.1,7.5,0.408,4.5,7.9,0.569,2.4,2.9,0.835,0.6,3.4,4,2.4,0.7,0.3,1.5,3.8,20.6,NA,117,112
2019-20,28,IND,NBA,PF,62,0,1242,9.5,19.3,0.491,4.6,10.4,0.445,4.8,8.9,0.544,1.7,2,0.827,0.9,5.2,6.1,2.7,0.4,0.2,1.6,4.2,25.2,NA,118,113
Career,NA,,NBA,,403,14,8040,7.7,16.5,0.465,3.1,7.4,0.413,4.6,9.1,0.507,2,2.4,0.825,0.9,4.6,5.4,2.1,0.5,0.2,1.5,3.5,20.4,NA,112,113
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,CHI,NBA,,161,8,3260,7.7,17.4,0.445,2.8,7,0.398,5,10.4,0.476,2.2,2.6,0.849,0.9,4.8,5.7,1.7,0.4,0.2,1.6,3.3,20.4,NA,108,111
2 seasons,NA,IND,NBA,,139,1,2582,8.5,17.3,0.491,3.8,8.9,0.429,4.7,8.4,0.557,2.1,2.5,0.832,0.8,4.3,5,2.6,0.5,0.2,1.6,4,22.8,NA,117,113
1 season,NA,NYK,NBA,,55,1,1172,6.4,13.9,0.46,2.2,5.8,0.387,4.1,8.1,0.513,1.7,2.2,0.755,1.4,4.3,5.7,2.1,0.4,0.5,1.4,3.1,16.7,NA,111,115
1 season,NA,DAL,NBA,,26,3,596,7.2,15.2,0.478,3.3,6.7,0.494,4,8.5,0.465,2,2.4,0.857,0.6,5,5.6,2.4,0.8,0.3,1.9,4.1,19.8,NA,112,113
1 season,NA,OKC,NBA,,22,1,430,6.4,14.2,0.452,2.4,6.6,0.362,4,7.5,0.53,1.4,1.9,0.706,0.7,4.9,5.6,1.5,0.2,0.1,0.7,2.5,16.5,NA,116,113
