Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1956-57,25,STL,NBA,SF,67,,14.5,2.0,5.5,.361,,,,2.0,5.5,.361,.361,1.5,2.2,.690,,,3.7,1.3,,2.5,5.5
1957-58,26,STL,NBA,SF,70,,31.3,7.2,16.2,.443,,,,7.2,16.2,.443,.443,5.5,7.2,.768,,,10.1,2.5,,3.8,19.9
1958-59,27,STL,NBA,SF,72,,37.5,9.0,19.7,.456,,,,9.0,19.7,.456,.456,5.8,7.4,.774,,,10.9,3.4,,3.8,23.7
1959-60,28,STL,NBA,SF,75,,37.3,9.6,20.7,.464,,,,9.6,20.7,.464,.464,5.6,7.0,.803,,,10.7,4.0,,3.6,24.8
1960-61,29,STL,NBA,SF,77,,35.1,8.6,19.4,.444,,,,8.6,19.4,.444,.444,5.0,6.1,.820,,,9.3,4.9,,3.7,22.1
1961-62,30,STL,NBA,SF,77,,36.2,9.1,19.4,.470,,,,9.1,19.4,.470,.470,4.7,5.7,.825,,,8.2,4.8,,3.7,22.9
1962-63,31,STL,NBA,SF,79,,21.7,6.2,13.4,.465,,,,6.2,13.4,.465,.465,3.1,3.9,.800,,,4.3,2.4,,2.7,15.5
1963-64,32,STL,NBA,SF,77,,29.6,7.4,16.6,.447,,,,7.4,16.6,.447,.447,3.5,4.3,.813,,,4.9,2.5,,3.5,18.4
1964-65,33,STL,NBA,SF,77,,22.6,5.1,11.7,.436,,,,5.1,11.7,.436,.436,2.8,3.5,.799,,,3.6,1.8,,2.4,13.0
1965-66,34,STL,NBA,SF,74,,25.0,5.7,12.7,.445,,,,5.7,12.7,.445,.445,2.4,2.8,.854,,,3.2,2.2,,2.4,13.7
1966-67,35,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1967-68,36,DLC,ABA,SF,56,,31.0,6.6,13.6,.489,0.0,0.1,.000,6.6,13.5,.491,.489,4.9,6.3,.789,,,6.0,4.9,3.9,3.6,18.2
1968-69,37,DLC,ABA,SF,35,,16.5,3.8,7.4,.510,0.0,0.0,.000,3.8,7.4,.512,.510,3.5,4.1,.854,1.3,1.6,2.9,3.5,2.1,2.1,11.1
1969-70,38,DLC,ABA,SF,3,,9.0,2.7,4.3,.615,0.0,0.3,.000,2.7,4.0,.667,.615,0.3,0.7,.500,0.3,0.7,1.0,2.0,1.3,0.7,5.7
Career,NA,,TOT,,839,,28.7,6.9,15.1,.454,0.0,0.1,.000,6.9,15.1,.454,.454,4.0,5.0,.799,1.2,1.5,6.6,3.2,3.1,3.2,17.7
,NA,,NBA,,745,,29.2,7.0,15.6,.450,,,,7.0,15.6,.450,.450,4.0,5.0,.798,,,6.9,3.0,,3.2,18.0
,NA,,ABA,,94,,24.9,5.4,11.0,.496,0.0,0.1,.000,5.4,10.9,.498,.496,4.3,5.3,.807,1.2,1.5,4.7,4.3,3.1,2.9,15.1
,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
10 seasons,NA,STL,NBA,,745,,29.2,7.0,15.6,.450,,,,7.0,15.6,.450,.450,4.0,5.0,.798,,,6.9,3.0,,3.2,18.0
3 seasons,NA,DLC,ABA,,94,,24.9,5.4,11.0,.496,0.0,0.1,.000,5.4,10.9,.498,.496,4.3,5.3,.807,1.2,1.5,4.7,4.3,3.1,2.9,15.1
