Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1956-57,25,STL,NBA,SF,10,NA,31.9,6.2,14.3,0.434,NA,NA,NA,6.2,14.3,0.434,0.434,4.6,6.3,0.73,NA,NA,11.2,2.8,NA,4.7,17
1957-58,26,STL,NBA,SF,11,NA,38,10.1,20.1,0.502,NA,NA,NA,10.1,20.1,0.502,0.502,7.5,9,0.838,NA,NA,10.5,3.4,NA,4.4,27.7
1958-59,27,STL,NBA,SF,6,NA,43.2,10.5,20.5,0.512,NA,NA,NA,10.5,20.5,0.512,0.512,7.5,9,0.833,NA,NA,12,2.7,NA,3.5,28.5
1959-60,28,STL,NBA,SF,14,NA,38.9,8.9,21.1,0.422,NA,NA,NA,8.9,21.1,0.422,0.422,6.4,7.8,0.817,NA,NA,9.9,3.9,NA,3.9,24.2
1960-61,29,STL,NBA,SF,12,NA,37.9,8.7,19.6,0.443,NA,NA,NA,8.7,19.6,0.443,0.443,4.7,5.8,0.812,NA,NA,9.8,4.5,NA,3.8,22
1962-63,31,STL,NBA,SF,11,NA,23.2,7.5,16.3,0.464,NA,NA,NA,7.5,16.3,0.464,0.464,3.4,4.8,0.698,NA,NA,5,3.1,NA,3.8,18.5
1963-64,32,STL,NBA,SF,12,NA,32.7,6.3,14.6,0.429,NA,NA,NA,6.3,14.6,0.429,0.429,3.8,4.5,0.833,NA,NA,6.2,4.8,NA,2.8,16.3
1964-65,33,STL,NBA,SF,4,NA,30.8,8.5,18.8,0.453,NA,NA,NA,8.5,18.8,0.453,0.453,1.5,3,0.5,NA,NA,6.5,1.8,NA,3.5,18.5
1965-66,34,STL,NBA,SF,10,NA,20,4.4,9.7,0.454,NA,NA,NA,4.4,9.7,0.454,0.454,2.5,2.7,0.926,NA,NA,3.4,1.8,NA,1.5,11.3
1967-68,36,DLC,ABA,SF,3,NA,23.3,4.7,12.3,0.378,0,0,NA,4.7,12.3,0.378,0.378,3,4.3,0.692,NA,NA,4.3,3,3,3.7,12.3
1968-69,37,DLC,ABA,SF,2,NA,22.5,2.5,7,0.357,0,0,NA,2.5,7,0.357,0.357,4,5,0.8,NA,NA,3,7,1.5,2.5,9
Career,NA,,TOT,,95,NA,32.4,7.6,16.8,0.451,0,0,NA,7.6,16.8,0.451,0.451,4.7,5.9,0.798,NA,NA,8,3.5,2.4,3.5,19.9
,NA,,NBA,,90,NA,32.9,7.8,17.2,0.454,NA,NA,NA,7.8,17.2,0.454,0.454,4.8,6,0.8,NA,NA,8.3,3.4,NA,3.6,20.4
,NA,,ABA,,5,NA,23,3.8,10.2,0.373,0,0,NA,3.8,10.2,0.373,0.373,3.4,4.6,0.739,NA,NA,3.8,4.6,2.4,3.2,11
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,STL,NBA,,90,NA,32.9,7.8,17.2,0.454,NA,NA,NA,7.8,17.2,0.454,0.454,4.8,6,0.8,NA,NA,8.3,3.4,NA,3.6,20.4
2 seasons,NA,DLC,ABA,,5,NA,23,3.8,10.2,0.373,0,0,NA,3.8,10.2,0.373,0.373,3.4,4.6,0.739,NA,NA,3.8,4.6,2.4,3.2,11
