Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Marquese Chriss,,1.8,0.7,-0.2
Maurice Taylor,95.7,1.8,0.7,-0.3
Boštjan Nachbar,88.0,1.7,0.8,-0.1
Bill Bunting,83.3,2,0.7,0
Derrick Alston,82.6,1.7,1,-0.1
Ron Bonham,82.2,1.8,0.7,0.2
Kevin Gamble,81.5,1.9,1,-0.1
Adrian Branch,79.6,1.5,0.7,-0.1
Jim Holstein,79.1,1.8,0.6,0.2
Brian Scalabrine,78.9,1.7,1,-0.1
Andrew Nicholson,78.1,1.7,0.6,0.1
