Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1975-76,23,INA,ABA,PG,12,73,4.9,0.457,0.038,0.308,3.5,6.6,5,14.5,1.8,0.7,21.3,19.1,NA,-0.1,0.1,0,-0.031,NA,-5.5,0,-5.4,-0.1
Career,NA,,ABA,,12,73,4.9,0.457,0.038,0.308,3.5,6.6,5,14.5,1.8,0.7,21.3,19.1,NA,-0.1,0.1,0,-0.031,NA,-5.5,0,-5.4,-0.1
