,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,35,DAL,NBA,PF,18,101,.400,9.1,1.000,.150,.450,.250,.150,.000,.400,.667,.222,.400,.667,,.625,.050,1,,,,0,0
2001-02,36,SAS,NBA,PF,30,206,.455,8.0,1.000,.345,.218,.309,.127,.000,.455,.579,.500,.412,.143,,.760,.055,3,,,,0,0
2002-03,37,TOT,NBA,PF,16,100,.263,11.3,1.000,.105,.158,.526,.211,.000,.263,.500,.333,.300,.000,,.800,.053,1,,,,0,0
2002-03,37,PHI,NBA,PF,11,77,.294,11.2,1.000,.118,.118,.529,.235,.000,.294,.500,.500,.333,.000,,.800,.059,1,,,,0,0
2002-03,37,DEN,NBA,PF,3,14,.000,16.0,1.000,.000,.000,1.000,.000,.000,.000,,,.000,,,,.000,0,,,,0,0
2002-03,37,BOS,NBA,PF,2,9,.000,8.0,1.000,.000,1.000,.000,.000,.000,.000,,.000,,,,,.000,0,,,,0,0
Career,,,NBA,,64,407,.404,8.9,1.000,.255,.255,.340,.149,.000,.404,.583,.375,.375,.214,,.737,.053,5,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,SAS,NBA,,30,206,.455,8.0,1.000,.345,.218,.309,.127,.000,.455,.579,.500,.412,.143,,.760,.055,3,,,,0,0
1 season,,DAL,NBA,,18,101,.400,9.1,1.000,.150,.450,.250,.150,.000,.400,.667,.222,.400,.667,,.625,.050,1,,,,0,0
1 season,,PHI,NBA,,11,77,.294,11.2,1.000,.118,.118,.529,.235,.000,.294,.500,.500,.333,.000,,.800,.059,1,,,,0,0
1 season,,DEN,NBA,,3,14,.000,16.0,1.000,.000,.000,1.000,.000,.000,.000,,,.000,,,,.000,0,,,,0,0
1 season,,BOS,NBA,,2,9,.000,8.0,1.000,.000,1.000,.000,.000,.000,.000,,.000,,,,,.000,0,,,,0,0
