,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,26,WSA,ABA,,5,,0,,,,4,4,,,,,,,,,14
1970-71,27,VIR,ABA,,15,,0,,,,9,9,,,,,,,,,35
1972-73,29,NYA,ABA,,11,,0,,,,13,13,,,,,,,,,29
1973-74,30,VIR,ABA,,11,,1,,,,8,16,,,,,,,,,27
1974-75,31,MMS,ABA,,10,,1,,,,9,9,,,,,,,,,26
Career,,,,,15,,1,,,,13,16,,,,,,,,,35
3 Seasons,,"VIR,WSA",ABA,,15,,1,,,,9,16,,,,,,,,,35
1 Season,,MMS,ABA,,10,,1,,,,9,9,,,,,,,,,26
1 Season,,NYA,ABA,,11,,0,,,,13,13,,,,,,,,,29
