Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1970-71,27,VIR,ABA,SF,1,NA,8:00,2,3,0.667,0,0,NA,0,2,0,0,2,0,NA,NA,2,2,4
Career,NA,,ABA,,1,NA,8,2,3,0.667,0,0,NA,0,2,0,0,2,0,NA,NA,2,2,4
