,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1958-59,18,BOSTONCOLL,19,,128,,,,65,,,,,,,,,321,,,,,16.9,,
1960-61,20,STJOHNS,25,,106,252,,,54,77,,116,,,,,,266,.421,,.701,,10.6,4.6,
1961-62,21,STJOHNS,26,,169,378,,,65,76,,151,,,,,,403,.447,,.855,,15.5,5.8,
Career,,,70,,403,630,,,184,153,,267,,,,,,990,.437,,.778,,14.1,5.2,
