Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1962-63,22,DET,NBA,SG,2,NA,26,1.4,13.8,0.1,1.4,1.4,1,0,5.5,4.2,4.2
1964-65,24,BAL,NBA,PG,10,NA,297,6.4,16.6,0.387,4.1,4.6,0.895,4.1,3.6,4.4,17
1965-66,25,BAL,NBA,SG,3,NA,27,4,9.3,0.429,4,8,0.5,1.3,1.3,5.3,12
1968-69,28,BAL,NBA,PG,4,NA,173,6,16.4,0.367,4.8,7.3,0.657,3.7,4.4,3.3,16.9
1969-70,29,BAL,NBA,SG,7,NA,153,6.1,18.1,0.338,3.5,4.9,0.714,3.8,1.9,5.6,15.8
1970-71,30,BAL,NBA,SG,17,NA,500,6,15.3,0.396,4.6,6.1,0.753,2.7,3.7,4.1,16.7
Career,NA,,NBA,,43,NA,1176,6,16,0.375,4.3,5.7,0.753,3.3,3.6,4.3,16.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,BAL,NBA,,41,NA,1150,6.1,16,0.381,4.4,5.8,0.751,3.3,3.5,4.3,16.6
1 season,NA,DET,NBA,,2,NA,26,1.4,13.8,0.1,1.4,1.4,1,0,5.5,4.2,4.2
