,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1962-63,22,DET,NBA,,1,8,1,1,0,4,2,3
1964-65,24,BAL,NBA,,11,22,9,10,6,6,5,31
1965-66,25,BAL,NBA,,3,7,3,5,1,1,3,9
1968-69,28,BAL,NBA,,11,24,7,12,8,7,5,29
1969-70,29,BAL,NBA,,6,,5,7,,,,17
1970-71,30,BAL,NBA,,12,24,13,16,5,16,6,27
Career,,,,,12,,13,16,,,,31
5 Seasons,,BAL,NBA,,12,,13,16,,,,31
1 Season,,DET,NBA,,1,8,1,1,0,4,2,3
