,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1962-63,22,DET,NBA,,8,,7,,,,,17
1963-64,23,TOT,NBA,,10,,7,8,,,,22
1963-64,23,DET,NBA,,1,4,0,0,0,2,2,2
1963-64,23,BAL,NBA,,10,,7,8,,,,22
1964-65,24,BAL,NBA,,13,,7,10,,,,31
1965-66,25,BAL,NBA,,15,,11,17,,,,36
1966-67,26,BAL,NBA,,15,,13,14,,,,39
1967-68,27,BAL,NBA,,13,,14,16,,,,35
1968-69,28,BAL,NBA,,17,,12,14,,,,43
1969-70,29,BAL,NBA,,17,,11,14,,,,43
1970-71,30,BAL,NBA,,13,,10,11,,,,32
1971-72,31,TOT,NBA,,11,,11,12,,,,28
1971-72,31,BAL,NBA,,3,11,4,7,3,4,4,10
1971-72,31,PHI,NBA,,11,,11,12,,,,28
1972-73,32,PHI,NBA,,11,,16,18,,,,38
Career,,,,,17,,16,,,,,43
9 Seasons,,BAL,NBA,,17,,14,17,,,,43
2 Seasons,,PHI,NBA,,11,,16,18,,,,38
2 Seasons,,DET,NBA,,8,,7,,,,,17
