Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1962-63,22,DET,NBA,SG,57,NA,845,146,397,0.368,71,100,0.71,109,104,135,363
1963-64,23,TOT,NBA,SG,66,NA,1459,236,631,0.374,126,177,0.712,138,182,175,598
1963-64,23,DET,NBA,SG,1,NA,2,1,4,0.25,0,0,NA,0,0,2,2
1963-64,23,BAL,NBA,SG,65,NA,1457,235,627,0.375,126,177,0.712,138,182,173,596
1964-65,24,BAL,NBA,PG,80,NA,2417,406,957,0.424,212,281,0.754,235,296,320,1024
1965-66,25,BAL,NBA,SG,74,NA,2455,526,1264,0.416,297,358,0.83,227,356,273,1349
1966-67,26,BAL,NBA,SG,76,NA,2577,520,1306,0.398,340,412,0.825,349,288,294,1380
1967-68,27,BAL,NBA,PG,77,NA,2297,458,1127,0.406,305,392,0.778,247,256,301,1221
1968-69,28,BAL,NBA,PG,80,NA,3135,717,1636,0.438,372,463,0.803,266,384,299,1806
1969-70,29,BAL,NBA,SG,55,NA,2037,477,1082,0.441,253,298,0.849,168,292,183,1207
1970-71,30,BAL,NBA,SG,82,NA,2260,481,1193,0.403,275,331,0.831,219,301,246,1237
1971-72,31,TOT,NBA,SG,76,NA,1771,341,809,0.422,263,320,0.822,183,196,213,945
1971-72,31,BAL,NBA,SG,2,NA,42,4,17,0.235,5,8,0.625,5,8,5,13
1971-72,31,PHI,NBA,SG,74,NA,1729,337,792,0.426,258,312,0.827,178,188,208,932
1972-73,32,PHI,NBA,SG,32,NA,955,169,427,0.396,107,130,0.823,113,148,104,445
Career,NA,,NBA,,755,NA,22208,4477,10829,0.413,2621,3262,0.803,2254,2803,2543,11575
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,BAL,NBA,,591,NA,18677,3824,9209,0.415,2185,2720,0.803,1854,2363,2094,9833
2 seasons,NA,PHI,NBA,,106,NA,2684,506,1219,0.415,365,442,0.826,291,336,312,1377
2 seasons,NA,DET,NBA,,58,NA,847,147,401,0.367,71,100,0.71,109,104,137,365
