Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1962-63,22,DET,NBA,SG,2,26,-4,0.144,0.1,NA,NA,NA,20.1,NA,-0.2,0,-0.2,-0.293
1964-65,24,BAL,NBA,PG,10,297,12.1,0.455,0.277,NA,NA,NA,14,NA,0.1,0.2,0.3,0.042
1965-66,25,BAL,NBA,SG,3,27,5.9,0.467,0.857,NA,NA,NA,4.5,NA,0,0,0,0.019
1968-69,28,BAL,NBA,PG,4,173,12.9,0.429,0.443,NA,NA,NA,17.2,NA,0,0,0,-0.008
1969-70,29,BAL,NBA,SG,7,153,7.4,0.388,0.273,NA,NA,NA,8,NA,-0.4,0.2,-0.2,-0.063
1970-71,30,BAL,NBA,SG,17,500,12.7,0.465,0.401,NA,NA,3.5,15.6,NA,0.2,0.6,0.8,0.077
Career,NA,,NBA,,43,1176,11.3,0.441,0.356,NA,NA,3.5,14.3,NA,-0.3,1,0.7,0.028
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,BAL,NBA,,41,1150,11.7,0.446,0.361,NA,NA,3.5,14.1,NA,-0.1,0.9,0.8,0.035
1 season,NA,DET,NBA,,2,26,-4,0.144,0.1,NA,NA,NA,20.1,NA,-0.2,0,-0.2,-0.293
