Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1962-63,22,DET,NBA,SG,57,845,9.5,0.412,0.252,NA,NA,NA,NA,NA,-0.9,0.6,-0.3,-0.017
1963-64,23,TOT,NBA,SG,66,1459,10.4,0.422,0.281,NA,NA,NA,NA,NA,-0.8,0.9,0.1,0.003
1963-64,23,DET,NBA,SG,1,2,-24.7,0.25,0,NA,NA,NA,NA,NA,0,0,0,-1.066
1963-64,23,BAL,NBA,SG,65,1457,10.5,0.423,0.282,NA,NA,NA,NA,NA,-0.8,0.9,0.1,0.004
1964-65,24,BAL,NBA,PG,80,2417,11.6,0.474,0.294,NA,NA,NA,17.1,NA,2.1,0.5,2.6,0.051
1965-66,25,BAL,NBA,SG,74,2455,14.1,0.474,0.283,NA,NA,NA,20.1,NA,2.1,1.5,3.6,0.07
1966-67,26,BAL,NBA,SG,76,2577,13.7,0.464,0.315,NA,NA,NA,15.2,NA,0.9,1.7,2.5,0.047
1967-68,27,BAL,NBA,PG,77,2297,13.3,0.47,0.348,NA,NA,NA,15.2,NA,0.9,2.1,3,0.063
1968-69,28,BAL,NBA,PG,80,3135,15.8,0.491,0.283,NA,NA,NA,16.9,NA,4,3.9,8,0.122
1969-70,29,BAL,NBA,SG,55,2037,15.9,0.497,0.275,NA,NA,NA,19.1,NA,1.8,2.2,4,0.094
1970-71,30,BAL,NBA,SG,82,2260,14.4,0.462,0.277,NA,NA,4.3,18.6,NA,0.2,2.6,2.8,0.06
1971-72,31,TOT,NBA,SG,76,1771,14,0.497,0.396,NA,NA,4.7,15.5,NA,1.7,1.2,2.9,0.08
1971-72,31,BAL,NBA,SG,2,42,7,0.317,0.471,NA,NA,5.6,24.2,NA,-0.2,0,-0.1,-0.141
1971-72,31,PHI,NBA,SG,74,1729,14.2,0.501,0.394,NA,NA,4.7,15.3,NA,1.9,1.2,3.1,0.085
1972-73,32,PHI,NBA,SG,32,955,13.9,0.46,0.304,NA,NA,5.3,22.1,NA,0.1,0.5,0.6,0.031
Career,NA,,NBA,,755,22208,13.7,0.472,0.301,NA,NA,4.6,17.4,NA,12.1,17.7,29.8,0.064
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,BAL,NBA,,591,18677,13.8,0.472,0.295,NA,NA,4.3,17.4,NA,11.1,15.4,26.4,0.068
2 seasons,NA,PHI,NBA,,106,2684,14.1,0.487,0.363,NA,NA,4.9,17.7,NA,2,1.6,3.7,0.066
2 seasons,NA,DET,NBA,,58,847,9.4,0.41,0.249,NA,NA,NA,NA,NA,-1,0.6,-0.3,-0.02
